date_of_sighting,state,city,summary,faa_code,Facility Type,latitude,longitude,Facility Name,Direction,Time,Authority Advised,Route,Location,Altitude
2023-09-11,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1730P/LAX ATCT ADVISED, A321, ORD - LAX, OBSERVED UAS ON LEFT SIDE WHILE WESTBOUND AT 1,000 FEET, 4 E LAX. NO EVASIVE ACTION REPORTED. LA COUNTY SHERIFF NOTIFIED.",LAX,AIRPORT,33.9424963888889,-118.408048611111,LOS ANGELES INTL,,1730P,LAX ATCT,ORD - LAX,4 E LAX. NO EVASIVE ACTION REPORTED. LA COUNTY SHERIFF NOTIFIED,
2023-09-11,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1723P/LAX ATCT ADVISED, B39M, IAD - LAX, OBSERVED UAS ON LEFT SIDE WHILE WESTBOUND AT 1,000 FEET, 4 E LAX. NO EVASIVE ACTION REPORTED. LA COUNTY SHERIFF NOTIFIED.",LAX,AIRPORT,33.9424963888889,-118.408048611111,LOS ANGELES INTL,,1723P,LAX ATCT,IAD - LAX,4 E LAX. NO EVASIVE ACTION REPORTED. LA COUNTY SHERIFF NOTIFIED,
2023-09-14,TENNESSEE,MEMPHIS,"PRELIM INFO FROM FAA OPS: MEMPHIS, TN/UAS SIGHTING/0930C/MEMPHIS ATCT ADVISED, A319, MEM - DEN, REPORTED A BLACK UAS AT THE 12 O'CLOCK POSITION WHILE FACING W BOUND ON THE GROUND AT MEM. NO EVASIVE ACTION TAKEN. MEMPHIS PD NOTIFICATION NUMBER NOT PROVIDED.",DEN,AIRPORT,39.8616666666667,-104.673166666667,DENVER INTL,,0930C,MEMPHIS ATCT,MEM - DEN,,
2023-09-14,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1427E/LAGUARDIA ATCT ADVISED, A321, ATL - LGA, REPORTED A SILVER AND BLACK UAS 150 FEET BELOW THEIR 9 O'CLOCK POSITION WHILE ON FINAL FOR LGA. NO EVASIVE ACTION TAKEN. NYPD OPERATIONS NOTIFIED.",LGA,AIRPORT,40.7772422222222,-73.8726055555556,LAGUARDIA,,1427E,LAGUARDIA ATCT,ATL - LGA,,
2023-09-16,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1818M/DENVER TRACON ADVISED, CESSNA C25B, DIJ - APA, OBSERVED A UAS WHILE SOUTHBOUND AT 9,000 FEET, 17 SW DEN. NO EVASIVE ACTION REPORTED. DENVER INTL ARPT PD NOTIFIED.",DEN,AIRPORT,39.8616666666667,-104.673166666667,DENVER INTL,,1818M,DENVER TRACON,DIJ - APA,17 SW DEN. NO EVASIVE ACTION REPORTED. DENVER INTL ARPT PD NOTIFIED,
2023-09-19,NEW YORK,ELMIRA,"PRELIM INFO FROM FAA OPS: ELMIRA, NY/UAS SIGHTING/1846E/NEW YORK ARTCC ADVISED, BEECH BE10, TEB - BUTTONVILLE, CANADA (CYKZ), REPORTED A UAS DESCRIBED AS A ""PREDATOR DRONE"" MANEUVERING ERRATICALLY AT 16,000 FEET 20 E ULW. NO EVASIVE ACTION TAKEN. NO LEO NOTIFCATION.",TEB,AIRPORT,40.8501111111111,-74.0608333333333,TETERBORO,,1846E,NEW YORK ARTCC,"TEB - BUTTONVILLE, CANADA (CYKZ)",20 E ULW. NO EVASIVE ACTION TAKEN. NO LEO NOTIFCATION,"AT 16,000 FEET"
2023-09-20,IOWA,DES MOINES,"PRELIM INFO FROM FAA OPS: DES MOINES, IA/UAS SIGHTING/2000C/DES MOINES ATCT ADVISED, HELO, REPORTED A UAS WITH RED AND GREEN LIGHTS FROM THE METHODIST HOSPITAL HELIPAD (IA64) 2 NNE DSM. NO EVASIVE ACTION TAKEN. DSM ARPT AUTHORITY NOTIFIED.",RED,AIRPORT,45.1848333333333,-109.257709722222,RED LODGE,,2000C,DES MOINES ATCT,,2 NNE DSM. NO EVASIVE ACTION TAKEN. DSM ARPT AUTHORITY NOTIFIED,
2023-09-25,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: /UAS SIGHTING/1213E/CHARLOTTE ATCT ADVISED, E145, AVL - CLT, OBSERVED A UAS WHILE NORTHBOUND AT 1,500 FEET, 3 S CLT. NO EVASIVE ACTION REPORTED. LEO NOTIFIED.",CLT,AIRPORT,35.21375,-80.9490555555556,CHARLOTTE/DOUGLAS INTL,,1213E,CHARLOTTE ATCT,AVL - CLT,3 S CLT. NO EVASIVE ACTION REPORTED. LEO NOTIFIED,
2023-09-26,OKLAHOMA,OKLAHOMA CITY,"PRELIM INFO FROM FAA OPS: OKLAHOMA CITY, OK/UAS SIGHTING/1156C/OKLAHOMA ATCT ADVISED, C12, OKC - OKC, OBSERVED A QUADCOPTER UAS ON LEFT SIDE WHILE SOUTHBOUND AT 1,500 FEET, 1 N OKC. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED.",OKC,AIRPORT,35.3930740277778,-97.6007617222222,WILL ROGERS WORLD,,1156C,OKLAHOMA ATCT,OKC - OKC,1 N OKC. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED,
2023-09-27,CALIFORNIA,BURBANK,"PRELIM INFO FROM FAA OPS: BURBANK, CA/UAS SIGHTING/LATE REPORT - 1356P/SOCAL TRACON ADVISED, GLF5, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE NE AT 2,500 FEET ON FINAL BUR. NO EVASIVE ACTION TAKEN. LA COUNTY SHERIFF AIR DIVISION NOTIFIED.",BUR,AIRPORT,34.2006944444444,-118.358666666667,BOB HOPE,,1356P,SOCAL TRACON,,500 FEET ON FINAL BUR. NO EVASIVE ACTION TAKEN. LA COUNTY SHERIFF AIR DIVISION NOTIFIED,"AT 2,500 FEET"
2023-09-29,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1838E/LAGUARDIA ATCT ADVISED, A321, ATL - LGA, REPORTED 2 UAS 50 FEET OFF DEPARTURE END OF RUNWAY 13 WHILE ON TWY B. NO IMPACT TO OPERATIONS. NO LEO NOTIFICATION PROVIDED.",LGA,AIRPORT,40.7772422222222,-73.8726055555556,LAGUARDIA,,1838E,LAGUARDIA ATCT,ATL - LGA,13 WHILE ON TWY B. NO IMPACT TO OPERATIONS. NO LEO NOTIFICATION PROVIDED,
2023-09-30,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1144C/CHICAGO TRACON ADVISED, A320, ATL - ORD, REPORTED UAS 100 FEET ABOVE ACFT WHILE ON 5 MILE FINAL TO 28C ORD AT 2,600 FEET. NO EVASIVE ACTION REPORTED. MULTIPLE ACFT REPORTED UAS. ORD CHANGED RUNWAY CONFIGURATION FOR 20 MIN. NO DELAYS REPORTED. CHICAGO PD NOTIFIED.",ORD,AIRPORT,41.9769402777778,-87.9081497222222,CHICAGO O'HARE INTL,,1144C,CHICAGO TRACON,ATL - ORD,28C ORD,
2025-01-05,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1818E/ORLANDO ATCT ADVISED, UAS REPORTED TRAVELING WNW BOUND AT 300 FEET 2 WSW ORL. ORLANDO PD NOTIFIED.",ORL,AIRPORT,28.5454616666667,-81.33293,EXEC,,1818E,ORLANDO ATCT,,2 WSW ORL. ORLANDO PD NOTIFIED,AT 300 FEET
2025-01-07,ALABAMA,HUNTSVILLE,"PRELIM INFO FROM FAA OPS: HUNTSVILLE, AL/UAS SIGHTING/1800C/HUNTSVILLE ATCT ADVISED, CESSNA C208, REPORTED A UAS FROM THE 3 O'CLOCK POSITION TAXING ON TWY E AT HSV. ARPT OPS AND LOCAL LEOS REPSONDED AND NO OTHER UAS SIGHTINGS WERE REPORTED. WOC JG/SW ",HSV,AIRPORT,34.6371969444444,-86.7750541666667,HUNTSVILLE INTL-CARL T JONES FLD,,1800C,HUNTSVILLE ATCT,,,
2025-01-08,ARIZONA,GLENDALE,"PRELIM INFO FROM FAA OPS: GLENDALE, AZ/UAS SIGHTING/1342M/LUKE AFB ADVISED, F35  , LUF - LUF, REPORTED LARGE GREY UAS AT 6,000 FEET 6 W LUF. NO EVASIVE ACTION REPORTED. MARICOPA COUNTY SHERIFF NOTIFIED.",LUF,AIRPORT,33.5349605,-112.383205222222,LUKE AFB,,1342M,LUKE AFB,LUF - LUF,6 W LUF. NO EVASIVE ACTION REPORTED. MARICOPA COUNTY SHERIFF NOTIFIED,"AT 6,000 FEET"
2025-01-10,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1634C/HOUSTON HOBBY ATCT ADVISED, CESSNA C560, CAMPBELLTON, TX (0XA5) - HOU, REPORTED UAS OFF LEFT SIDE AT 1,700 FEET ON FINAL RUNWAY 31L HOU. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED.",HOU,AIRPORT,29.6457998333333,-95.2772315833333,WILLIAM P HOBBY,,1634C,HOUSTON HOBBY ATCT,,31L HOU. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED,"AT 1,700 FEET"
2025-01-13,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1615C/CHICAGO TRACON ADVISED, A319, ORD - LGA, REPORTED UAS FROM THE 12 O'CLOCK POSITION AT 5,000 FEET NNE BOUND 7 NNE ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",ORD,AIRPORT,41.9769402777778,-87.9081497222222,CHICAGO O'HARE INTL,,1615C,CHICAGO TRACON,ORD - LGA,7 NNE ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED,"AT 5,000 FEET"
2025-01-14,CALIFORNIA,FRESNO,"PRELIM INFO FROM FAA OPS: FRESNO, CA/UAS SIGHTING/1330P/FRESNO ATCT ADVISED, PIPER PA38, REPORTED A WHITE UAS AT 2,500 FEET ESE BOUND 3 WSW FAT. NO EVASIVE ACTION TAKEN. FRESNO PD HELICOPTER NOTIFIED.",FAT,AIRPORT,36.7765555555556,-119.718833333333,FRESNO YOSEMITE INTL,,1330P,FRESNO ATCT,,3 WSW FAT. NO EVASIVE ACTION TAKEN. FRESNO PD HELICOPTER NOTIFIED,"AT 2,500 FEET"
2025-01-14,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/LATE REPORT 1724E/CHARLOTTE ATCT ADVISED, A321, IAH - CLT, REPORTED A UAS 15 MILES S OF CLT. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MA/JE ",CLT,AIRPORT,35.21375,-80.9490555555556,CHARLOTTE/DOUGLAS INTL,,1724E,CHARLOTTE ATCT,IAH - CLT,15 MILES S OF CLT. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED,
2025-01-16,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/0740M/PHOENIX ATCT ADVISED, B738, LAX - PHX, OBSERVED A UAS WHILE EASTBOUND AT 3,000 FEET, 4 W PHX. NO EVASIVE ACTION REPORTED. PHOENIX ARPT PD NOTIFIED.",LAX,AIRPORT,33.9424963888889,-118.408048611111,LOS ANGELES INTL,,0740M,PHOENIX ATCT,LAX - PHX,4 W PHX. NO EVASIVE ACTION REPORTED. PHOENIX ARPT PD NOTIFIED,
2025-01-18,FLORIDA,FORT MYERS,"PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS SIGHTING/1150E/FORT MYERS ATCT ADVISED, A319, ORD - RSW, UAS REPORTED FROM THE 11 O'CLOCK POSITION AT 1,500 FEET ENE 6 N RSW. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFF NOTIFIED.",LEE,AIRPORT,28.8228980555556,-81.8084175,LEESBURG INTL,,1150E,FORT MYERS ATCT,ORD - RSW,6 N RSW. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFF NOTIFIED,"AT 1,500 FEET"
2025-01-20,CALIFORNIA,SAN DIEGO,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS SIGHTING/0629P/SAN DIEGO ATCT ADVISED, B739, SAN - PDX, WHILE AWAITING DEPARTURE ON TWY B ABEAM TWY D REPORTED UAS AT 300 FEET 1 S SAN. HARBOR PD NOTIFIED.",PDX,AIRPORT,45.5887088611111,-122.596869416667,PORTLAND INTL,,0629P,SAN DIEGO ATCT,SAN - PDX,1 S SAN. HARBOR PD NOTIFIED,AT 300 FEET
2025-01-20,CALIFORNIA,WOODSIDE,"PRELIM INFO FROM FAA OPS: WOODSIDE, CA/UAS SIGHTING/1151E/NORCAL TRACON ADVISED, B739, SAN - SFO, REPORTED UAS AT THE 12 OCLOCK POSITION AT 5,000 FEET 7 ENE WOODSIDE VOR (OSI). NO EVASIVE ACTION TAKEN.  LAW ENFORCEMENT NOTIFICATION NOT REPORTED. WOC JR/MO ",SFO,AIRPORT,37.6188055555556,-122.375416666667,SAN FRANCISCO INTL,,1151E,NORCAL TRACON,SAN - SFO,12 OCLOCK POSITION,"AT 5,000 FEET"
2025-01-20,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1250E/POTOMAC TRACON ADVISED, VISUALLY OBSERVED UAS IN THE VCNTY OF 10TH AND F ST AT 10 FEET. USSS LOCATED AND INTERVIEWED OPERATOR. OPERATOR RELEASED AND UAS NOT SEIZED.  WOC JR/JA",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,1250E,POTOMAC TRACON,,10TH AND F ST,
2025-01-20,ARIZONA,TUCSON,"PRELIM INFO FROM FAA OPS: TUCSON, AZ/UAS SIGHTING/1052M/ALBUQUERQUE ARTCC ADVISED, CESSNA C750, TUS - MCO, REPORTED UAS AT 12,000 FEET W BOUND 30 W TUS. NO EVASIVE ACTION TAKEN. COCHISE COUNTY SHERIFF NOTIFIED.",TUS,AIRPORT,32.1170681944444,-110.941462805556,TUCSON INTL,,1052M,ALBUQUERQUE ARTCC,TUS - MCO,30 W TUS. NO EVASIVE ACTION TAKEN. COCHISE COUNTY SHERIFF NOTIFIED,"AT 12,000 FEET"
2025-01-25,CALIFORNIA,SAN DIEGO,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS SIGHTING/1515P/W-ROC ADVISED, HELO, REPORTED UAS AT 500 FEET WHILE CONDUCTING FIRE FIGHTING OPERATIONS WITHIN THE BORDER TWO FIRE TFR(5/6554). NO EVASIVE MANEUVERS TAKEN. REPORTED TO SOUTH OPS FIRE AT. WOC 202-267-3333 JG/MC ",SAN,AIRPORT,32.7335627777778,-117.189663333333,SAN DIEGO INTL,,1515P,,,,AT 500 FEET
2025-01-25,TEXAS,FORT WORTH,"PRELIM INFO FROM FAA OPS: FORT WORTH, TX/UAS SIGHTING/1735C/ALLIANCE ATCT ADVISED, CESSNA C152, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE SSE B AT 1,000 FEET 1 N AFW. NO EVASIVE ACTION TAKEN. DFW DPS NOTIFIED.",DFW,AIRPORT,32.8972330555556,-97.0376947222222,DALLAS-FORT WORTH INTL,,1735C,ALLIANCE ATCT,,1 N AFW. NO EVASIVE ACTION TAKEN. DFW DPS NOTIFIED,"AT 1,000 FEET"
2025-01-29,MICHIGAN,LANSING,"PRELIM INFO FROM FAA OPS: LANSING, MI/UAS SIGHTING/1920E/LANSING ATCT ADVISED, DIAMOND DV20, OBSERVED A UAS WHILE WESTBOUND AT 3,500 FEET, 4 E LAN. ATCT SUBSEQUENTLY RECEIVED OTHER REPORTS OF APPROXIMATELY 3-4 UAS VEHICLES OPERATING IN THAT AREA. NO REPORTED IMPACT TO OPS. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED. WOC JA/MA ",LAN,AIRPORT,42.7786475,-84.5862055555556,CAPITAL REGION INTL,,1920E,LANSING ATCT,,4 E LAN.,
2025-02-06,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1600E/ PALM BEACH ATCT ADVISED, B38M, EWR - PBI, REPORTED A UAS WHILE AT 4,000 FEET 10 N PBI. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MC/AJ ",PBI,AIRPORT,26.6831616666667,-80.0955919444444,PALM BEACH INTL,,1600E, PALM BEACH ATCT,EWR - PBI,10 N PBI. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED,"AT 4,000 FEET"
2025-02-15,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1252C/HOUSTON TRACON ADVISED, A319, IAH - DFW, OBSERVED A UAS WHILE WESTBOUND AT 5,800 FEET, 10 W IAH. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED. WOC JA/PM ",DFW,AIRPORT,32.8972330555556,-97.0376947222222,DALLAS-FORT WORTH INTL,,1252C,HOUSTON TRACON,IAH - DFW,10 W IAH. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED,
2025-02-18,OHIO,CLEVELAND,"PRELIM INFO FROM FAA OPS: CLEVELAND, OH/UAS SIGHTING/2019E/CLEVELAND ATCT ADVISED, E75S, CLE - LGA, REPORTED UAS FROM THE 3 O'CLOCK POSITION AT UNKN ALTITUDE AFTER LANDING RUNWAY 24R CLE. NO EVASIVE ACTION TAKEN. CLEVELAND PD NOTIFIED. CONTACT NUMBER NOT PROVIDED. WOC MO/RL ",24R,AIRPORT,28.6855,-99.1890833333333,DILLEY AIRPARK,,2019E,CLEVELAND ATCT,CLE - LGA,24R CLE. NO EVASIVE ACTION TAKEN. CLEVELAND PD NOTIFIED. CONTACT NUMBER NOT PROVIDED,
2025-02-18,NEVADA,RENO,"CORRECTION INFO (LEO INFO) FROM FAA OPS: RENO, NV/UAS INCIDENT/2340P/NORCAL TRACON ADVISED, EUROCOPTER AS50, REPORTED BLACK UAS FROM THE 12 O'CLOCK POSITION SW BOUND AT 7,100 FEET 10 SE RNO. PILOT TOOK EVASIVE ACTION. STOREY COUNTY SHERIFF NOTIFIED.",RNO,AIRPORT,39.4991111111111,-119.768111111111,RENO/TAHOE INTL,,2340P,NORCAL TRACON,,10 SE RNO. PILOT TOOK EVASIVE ACTION. STOREY COUNTY SHERIFF NOTIFIED,"AT 7,100 FEET"
2025-02-19,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1145E/PALM BEACH ATCT ADVISED, A321, ATL - PBI, REPORTED A WHITE UAS OPERATING ABOVE THE TERMINAL AREA OF PBI. NO EVASIVE ACTION TAKEN. PALM BEACH SHERIFF NOTIFIED.",PBI,AIRPORT,26.6831616666667,-80.0955919444444,PALM BEACH INTL,,1145E,PALM BEACH ATCT,ATL - PBI,,
2025-02-19,DELAWARE,WILMINGTON,"PRELIM INFO FROM FAA OPS: WILMINGTON, DE/UAS SIGHTING/LATE REPORT - 2/19 1800E/WILMINGTON ATCT ADVISED, CESSNA C172, N57 - N57, REPORTED A UAS AT UNKN ALTITUDE 6 SW ILG. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC SW/PM ",N57,AIRPORT,39.8305125,-75.7697536111111,NEW GARDEN,,1800E,WILMINGTON ATCT,,6 SW ILG. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED,
2025-02-20,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1341E/ORLANDO ATCT ADVISED, B738, ORD - MCO, REPORTED A BLACK QUADCOPTER UAS AT 300 FEET ON .5 MILE FINAL RUNWAY 36L. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF AVIATION NOTIFIED. WOC 202-267-3333 PM/JA ",ORD,AIRPORT,41.9769402777778,-87.9081497222222,CHICAGO O'HARE INTL,,1341E,ORLANDO ATCT,ORD - MCO,300 FEET ON,AT 300 FEET
2025-02-20,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1348E/ORLANDO ATCT ADVISED, B738, MDW - MCO, REPORTED A BLACK QUADCOPTER UAS AT 300 FEET ON .5 MILE FINAL RUNWAY 36L. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF AVIATION NOTIFIED.",MDW,AIRPORT,41.7859722222222,-87.7524166666667,CHICAGO MIDWAY INTL,,1348E,ORLANDO ATCT,MDW - MCO,300 FEET ON,AT 300 FEET
2025-02-20,CALIFORNIA,SAN JOSE,"PRELIM INFO FROM FAA OPS: SAN JOSE, CA/UAS SIGHTING/1610P/SAN JOSE ATCT ADVISED, B739, SJC - SEA, REPORTED A RED UAS FROM THE 6 O'CLOCK POSITION AT 200 FEET WHILE TAXIING ONTO RUNWAY 32R FOR DEPARTURE. NO EVASIVE ACTION TAKEN. SAN JOSE PD NOTIFIED.",RED,AIRPORT,45.1848333333333,-109.257709722222,RED LODGE,,1610P,SAN JOSE ATCT,SJC - SEA,32R FOR DEPARTURE. NO EVASIVE ACTION TAKEN. SAN JOSE PD NOTIFIED,AT 200 FEET
2025-02-21,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1420C/CHICAGO ATCT ADVISED, A21N, MCO - ORD, REPORTED A BLACK QUADCOPTER UAS AT 3,500 FEET ON 10 MILE FINAL FOR RUNWAY 28C. NO EVASIVE ACITON TAKEN. LEO NOTIFICATION NOT REPORTED. WOC PM/JA ",ORD,AIRPORT,41.9769402777778,-87.9081497222222,CHICAGO O'HARE INTL,,1420C,CHICAGO ATCT,MCO - ORD,,"AT 3,500 FEET"
2025-02-22,NEW JERSEY,TETERBORO,"PRELIM INFO FROM FAA OPS: TETERBORO, NJ/UAS SIGHTING/1536E/PHILADELPHIA TRACON ADVISED, B739, MCO - EWR, OBSERVED A UAS WHILE SOUTHBOUND AT 3,000 FEET, 3 N TEB. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED. WOC JA/MA ",TEB,AIRPORT,40.8501111111111,-74.0608333333333,TETERBORO,,1536E,PHILADELPHIA TRACON,MCO - EWR,3 N TEB. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED,
2025-02-28,NEW JERSEY,WRIGHTSTOWN,"PRELIM INFO FROM FAA OPS: WRIGHTSTOWN, NJ/UAS SIGHTING/1430E/MCGUIRE ATCT ADVISED, DASSAULT FA7X, MJX - CMH, REPORTED TWO MEDIUM GRAY UAS AT 5,000 T0 5,500 FEET 5 W WRI. NO EVASIVE ACTION TAKEN. NAVY LAKEHURST SECURITY NOTIFIED.",MJX,AIRPORT,39.9260416666667,-74.2955347222222,OCEAN COUNTY,,1430E,MCGUIRE ATCT,MJX - CMH,5 W WRI. NO EVASIVE ACTION TAKEN. NAVY LAKEHURST SECURITY NOTIFIED,
2025-03-01,CALIFORNIA,SAN DIEGO/EL CAJON,"PRELIM INFO FROM FAA OPS: SAN DIEGO/EL CAJON, CA/UAS INCIDENT/1735P/GILLESPIE ATCT ADVISED, CESSNA C172, TOWER PERSONNEL OBSERVED UAS AT 1,000 FEET 1/2 W SEE.  TOOK EVASIVE ACTION TO AVOID. AIR TRAFFIC OPERATIONS WERE SUSPENDED AT 1700P AS UAS WAS REPORTEDLY FOLLOWING ACFT. SAN DIEGO COUNTY SHERIFF HELICOPTER DISPATCHED BUT DID NOT LOCATE UAS OPERATOR. NORMAL OPERATIONS RESUMED AT 1735P WITH NO FURTHER SIGHTINGS. WOC RA/JW ",SAN,AIRPORT,32.7335627777778,-117.189663333333,SAN DIEGO INTL,,1735P,GILLESPIE ATCT,,2 W SEE.  TOOK EVASIVE ACTION TO AVOID. AIR TRAFFIC OPERATIONS WERE SUSPENDED,"AT 1,000 FEET"
2025-03-03,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1025M/WILLIAMS GATEWAY FCT ADVISED, CESSNA C172, REPORTED A UAS AT 2,200 FEET .5 MILE OFF RUNWAY 12L MESA GATEWAY ARPT (IWA). NO EVASIVE ACTION TAKEN. MESA PD NOTIFIED.",IWA,AIRPORT,33.3078238888889,-111.655459166667,PHOENIX-MESA GATEWAY,,1025M,WILLIAMS GATEWAY FCT,,12L MESA GATEWAY ARPT (IWA). NO EVASIVE ACTION TAKEN. MESA PD NOTIFIED,"AT 2,200 FEET"
2025-03-07,CALIFORNIA,SAN FRANCISCO,"PRELIM INFO FROM FAA OPS: SAN FRANCISCO, CA/UAS SIGHTING/1815P/SAN FRANCISCO ATCT ADVISED, A321, CLT - SFO, OBSERVED A UAS AT 12 O'CLOCK WHILE EASTBOUND AT 4,500 FEET, 15 E SFO. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED. WOC JA/JR ",SFO,AIRPORT,37.6188055555556,-122.375416666667,SAN FRANCISCO INTL,,1815P,SAN FRANCISCO ATCT,CLT - SFO,15 E SFO. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED,
2025-03-09,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS INCIDENT/1154P/LAS VEGAS ATCT ADVISED, HELO, REPORTED A UAS 2 S LAS IN A PARKING LOT. LEOS MADE CONTACT AND HAD OPERATOR LAND ACFT. NO IMPACT TO ARPT OPERATIONS. NO ACFT IN AREA AT TIME OF INCIDENT. WOC JE/KC ",HAD,AIRPORT,42.92441,-106.30947,IRWINS SKY RANCH,,1154P,LAS VEGAS ATCT,,2 S LAS IN A PARKING LOT. LEOS MADE CONTACT AND HAD OPERATOR LAND ACFT. NO IMPACT TO ARPT OPERATIONS. NO ACFT IN AREA AT TIME OF INCIDENT,
2025-03-12,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/0830E/NEW YORK TRACON ADVISED, CRJ9, CVG - JFK, MULTIPLE ACFT REPORTING TCAS INFO ON UNKN TARGET 12 SSW JFK. NEW YORK PD AVIATION INVESTIGATED AND FOUND NO UAS IN THE AREA BUT REPORTED MULTIPLE NAVY VESSELS IN THE AREA. NO IMPACT TO OPERATIONS REPORTED. WOC PM/JG ",CVG,AIRPORT,39.0488375,-84.6678208333333,CINCINNATI/NORTHERN KENTUCKY INTL,,0830E,NEW YORK TRACON,CVG - JFK,12 SSW JFK. NEW YORK PD AVIATION INVESTIGATED AND FOUND NO UAS IN THE AREA BUT REPORTED MULTIPLE NAVY VESSELS IN THE AREA. NO IMPACT TO OPERATIONS REPORTED,
2025-03-13,ILLINOIS,PEORIA,"PRELIM INFO FROM FAA OPS: PEORIA, IL/UAS SIGHTING/LATE REPORT 3/13 1910C/PEORIA ATCT ADVISED, AIRBUS EC45, REPORTED 1 YELLOW AND 1 GREEN AND BLACK REMOTE CONTROL AIRPLANE AT 1,500 FEET 3 N PIA. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT PROVIDED. WOC PM/MA ",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,1910C,PEORIA ATCT,,1 GREEN AND BLACK REMOTE CONTROL AIRPLANE,"AT 1,500 FEET"
