,date_of_sighting,state,city,summary,faa_code,Facility Type,latitude,longitude,airport_state,airport_county,Facility Name
4287,2023-08-03,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1202C/CHICAGO TRACON ADVISED, A320, SLC - ORD, REPORTED A RED UAS WHILE E BOUND AT 7,000 FEET 7 N ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",RED,AIRPORT,45.1848333333333,-109.257709722222,MONTANA,CARBON,RED LODGE
4288,2023-08-03,OHIO,CLEVELAND,"PRELIM INFO FROM FAA OPS: CLEVELAND, OH/UAS SIGHTING/1639E/CLEVELAND ARTCC ADVISED, E55P, AZO - BKL, REPORTED A UAS WHILE S BOUND AT 9,400 FEET 60 ESE BKL. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",AZO,AIRPORT,42.2343888888889,-85.5515555555556,MICHIGAN,KALAMAZOO,KALAMAZOO/BATTLE CREEK INTL
4289,2023-08-03,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1646E/OPA LOCKA ATCT ADVISED, BOMBARDIER CL30, REPORTED A YELLOW UAS WHILE W BOUND AT 1,500 FEET 1 W OPF. NO EVASIVE ACTION TAKEN. MIAMI DADE PD NOTIFIED.",OPF,AIRPORT,25.9074166666667,-80.2782222222222,FLORIDA,DADE,MIAMI-OPA LOCKA EXEC
4290,2023-08-03,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1253P/LOS ANGELES ATCT ADVISED, E75L, ELP - LAX, REPORTED A GREEN UAS WHILE WSW BOUND AT 500 FEET 2 ENE LAX. NO EVASIVE ACTION TAKEN. LOS ANGELES SHERIFF NOTIFIED.",ELP,AIRPORT,31.8073333333333,-106.376361111111,TEXAS,EL PASO,EL PASO INTL
4291,2023-08-03,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1838C/HOUSTON ATCT ADVISED, E75L, ICT - IAH, REPORTED A BLACK UAS FROM THE 9 O'CLOCK POSITION 500 FEET BELOW ACFT WHILE E BOUND AT 1,500 FEET 2.5 W IAH. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED.",ICT,AIRPORT,37.6499525,-97.4330427777778,KANSAS,SEDGWICK,WICHITA DWIGHT D EISENHOWER NTL
4292,2023-08-03,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1910E/ORLANDO ATCT ADVISED, B739, MCO - SEA, REPORTED A BLACK UAS FROM THE 3 O'CLOCK POSITION WHILE N BOUND AT 500 FEET VCNTY MCO. NO EVASIVE ACTION REPORTED. ORANGE COUNTY SHERIFF DEPARTMENT NOTIFIED.",MCO,AIRPORT,28.4293888888889,-81.309,FLORIDA,ORANGE,ORLANDO INTL
4293,2023-08-03,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS SIGHTING/2055C/NASHVILLE ATCT ADVISED, ROBINSON R44, REPORTED A QUADCOPTER UAS WITH RED AND GREEN LIGHTS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 1,800 FEET 6 WNW BNA. NO EVASIVE ACTION TAKEN. METRO NASHVILLE AIRPORT AUTHORITY NOTIFIED.",RED,AIRPORT,45.1848333333333,-109.257709722222,MONTANA,CARBON,RED LODGE
4294,2023-08-04,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1746M/PHOENIX TRACON ADVISED, A319, MRY - PHX, REPORTED A SMALL WHITE UAS FROM THE 12 O'CLOCK POSITION WHILE N BOUND AT 5,000 FEET 15 ESE PHOENIX VORTAC. NO EVASIVE ACTION REPORTED. PHX ARPT PD NOTIFIED.",MRY,AIRPORT,36.5869522222222,-121.842783055556,CALIFORNIA,MONTEREY,MONTEREY RGNL
4295,2023-08-05,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1110E/NEW YORK TRACON ADVISED, BOMBARDIER GLEX, RKD - HPN, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE SSE BOUND AT 6,000 FEET 11 SE SWF. NO EVASIVE ACTION TAKEN. PUTNAM COUNTY SHERIFF NOTIFIED.",RKD,AIRPORT,44.0601422222222,-69.0996697222222,MAINE,KNOX,KNOX COUNTY RGNL
4296,2023-08-05,SOUTH CAROLINA,CHARLESTON,"PRELIM INFO FROM FAA OPS: CHARLESTON, SC/UAS SIGHTING/1216E/CHARLESTON ATCT ADVISED, B738, BNA - CHS, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE SSE BOUND AT 7,000 FEET 15 NW CHS. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",CHS,AIRPORT,32.8986388888889,-80.0405277777778,SOUTH CAROLINA,CHARLESTON,CHARLESTON AFB/INTL
4297,2023-08-05,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/1249E/BOSTON TRACON ADVISED, B39M, EWR - BOS, REPORTED A UAS FROM THE 3 O'CLOCK POSITION  WHILE NE BOUND AT 3,200 FEET 10 SW BOS. NO EVASIVE ACTION TAKEN. MASS STATE PD NOTIFIED.",BOS,AIRPORT,42.3629444444444,-71.0063888888889,MASSACHUSETTS,SUFFOLK,GENERAL EDWARD LAWRENCE LOGAN INTL
4298,2023-08-05,MARYLAND,GAITHERSBURG,"PRELIM INFO FROM FAA OPS: GAITHERSBURG, MD/UAS SIGHTING/1258E/POTOMAC TRACON ADVISED, BEECH B36, UNKN - UNKN, REPORTED A GRAY AND WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE N BOUND AT 2,000 FEET 5 N GAI. NO EVASIVE ACTION TAKEN. MONTGOMERY COUNTY SHERIFF NOTIFIED.",GAI,AIRPORT,39.1683333333333,-77.166,MARYLAND,MONTGOMERY,MONTGOMERY COUNTY AIRPARK
4299,2023-08-05,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/1806E/MIAMI TRACON ADVISED, A320, JFK - FLL, REPORTED SILVER UAS FROM THE 12 O'CLOCK POSITION WHILE SSW BOUND AT 6,000 FEET 15 NE FLL. NO EVASIVE ACTION REPORTED. BROWARD COUNTY SHERIFF NOTIFIED.",FLL,AIRPORT,26.0716666666667,-80.1496944444444,FLORIDA,BROWARD,FORT LAUDERDALE/HOLLYWOOD INTL
4300,2023-08-06,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/0757C/CHICAGO ATCT ADVISED, CESSNA C208, MKG - ORD, REPORTED A LIME GREEN UAS OFF RIGHT SIDE WHILE E BOUND AT 1,500 FEET ON FINAL RUNWAY 9L. NO EVASIVE ACTION TAKEN. CHICAGO INTL ARPT COMM CENTER NOTIFIED.",ORD,AIRPORT,41.9769402777778,-87.9081497222222,ILLINOIS,COOK,CHICAGO O'HARE INTL
4301,2023-08-06,NEW JERSEY,TETERBORO,"PRELIM INFO FROM FAA OPS: TETERBORO, NJ/UAS SIGHTING/0948E/TETERBORO ATCT ADVISED, BEECH BE30, REPORTED A COPPER COLORED UAS AT THE 3 O'CLOCK POSITION WHILE NE BOUND AT 1,400 FEET 5 W TEB. NO EVASIVE ACTION TAKEN. ARPT OPERATIONS NOTIFIED.",TEB,AIRPORT,40.8501111111111,-74.0608333333333,NEW JERSEY,BERGEN,TETERBORO
4302,2023-08-06,KENTUCKY,HARDIN,"PRELIM INFO FROM FAA OPS: HARDIN, KY/UAS INCIDENT/1152C/MEMPHIS ARTCC ADVISED, DIAMOND DA40, RNC - FYE, REPORTED A UAS AT THE 12 O'CLOCK POSITION WHILE W BOUND AT 6,000 FEET 80 ENE MEMPHIS VORTAC (MEM). ACFT WAS FORCED TO TAKE EVASIVE ACTION BY DESCENDING TO 5,500 FEET TO AVOID THE UAS. HARDIN COUNTY SHERIFF NOTIFIED.",FYE,AIRPORT,35.2076944444444,-89.3944444444444,TENNESSEE,FAYETTE,FAYETTE COUNTY
4303,2023-08-06,NEW JERSEY,COLTS NECK,"PRELIM INFO FROM FAA OPS: COLTS NECK, NJ/UAS SIGHTING/1255E/NEW YORK ARTCC ADVISED, CESSNA C525, EWR - ORL, REPORTED A WHITE UAS OFF LEFT SIDE WHILE WSW BOUND AT 7,000 FEET VCNTY COLTS NECK VOR. NO EVASIVE ACTION TAKEN. PENNSYLVANIA STATE PD NOTIFIED.",ORL,AIRPORT,28.5454616666667,-81.33293,FLORIDA,ORANGE,EXEC
4304,2023-08-06,NEW JERSEY,LINDEN,"PRELIM INFO FROM FAA OPS: LINDEN, NJ/UAS SIGHTING/1315E/NEWARK ATCT ADVISED, PILATUS PC12, LNS - EWR, REPORTED A UAS FROM THE 6 O'CLOCK POSITION WHILE W BOUND AT 3,300 FEET OVER LDJ. NO EVASIVE ACTION TAKEN. PORT AUTHORITY NOTIFIED.",LDJ,AIRPORT,40.6174494444444,-74.2445941666667,NEW JERSEY,UNION,LINDEN
4305,2023-08-06,FLORIDA,DESTIN,"PRELIM INFO FROM FAA OPS: DESTIN, FL/UAS INCIDENT/1447C/DESTIN ATCT ADVISED, ROBINSON R66, REPORTED A WHITE UAS AT THE FOUR O'CLOCK POSITION WHILE W BOUND AT 400 FEET VCNTY DTS. EVASIVE ACTION WAS TAKEN BY CLIMBING TO AVOID THE UAS. NO LEO NOTIFICATION REPORTED.",DTS,AIRPORT,30.4000547222222,-86.4714722222222,FLORIDA,OKALOOSA,DESTIN EXEC
4306,2023-08-07,OKLAHOMA,TULSA,"PRELIM INFO FROM FAA OPS: TULSA, OK/UAS SIGHTING/1405C/TULSA ATCT ADVISED, BEECH BE58, BHM - TUL, REPORTED A BLACK UAS WHILE W BOUND AT 2,500 FEET 6 S TUL. NO EVASIVE ACTION TAKEN. OKLAHOMA STATE PD NOTIFIED.",TUL,AIRPORT,36.1983933333333,-95.8881052777778,OKLAHOMA,TULSA,TULSA INTL
4307,2023-08-07,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1950M/DENVER TRACON ADVISED, E145, DEN - SGF, OBSERVED A UAS WHILE SOUTHBOUND AT 12,000 FEET, 24 SE DEN. N0 INJURIES REPORTED. NO LEO NOTIFICATION PROVIDED.",DEN,AIRPORT,39.8616666666667,-104.673166666667,COLORADO,DENVER,DENVER INTL
4308,2023-08-08,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS SIGHTING/0606C/NASHVILLE APCH ADVISED, B738, CMH - BNA, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE SW BOUND AT 6.900 FEET 7 E BNA. NO EVASIVE ACTION TAKEN. NASHVILLE ARPT PD NOTIFIED.",BNA,AIRPORT,36.124475,-86.6781805555556,TENNESSEE,DAVIDSON,NASHVILLE INTL
4309,2023-08-08,FLORIDA,ST PETERSBURG-CLEARWATER,"PRELIM INFO FROM FAA OPS: ST PETERSBURG-CLEARWATER, FL/UAS SIGHTING/0840E/ST. PETERSBURG-CLEARWATER ATCT ADVISED, CESSNA C172, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE NNW BOUND AT 800 FEET 1 E PIE. NO EVASIVE ACTION TAKEN. LEO NOTIFIED.",PIE,AIRPORT,27.9086336111111,-82.68651,FLORIDA,PINELLAS,ST PETE-CLEARWATER INTL
4310,2023-08-08,MARYLAND,FORT MEADE (ODENTON),"PRELIM INFO FROM FAA OPS: FORT MEADE, MD/UAS SIGHTING/1427E/POTOMAC TRACON ADVISED, SOCATA TB20, REPORTED A SILVER UAS FROM THE 11 O'CLOCK POSITION WHILE WNW BOUND AT 1,300 FEET VCNTY FME. EVASIVE ACTION TAKEN LEFT OF COURSE. CLOSEST PROXIMITY 50 FEET. ANNE ARUNDEL COUNTY PD NOTIFIED.",FME,AIRPORT,39.0853866666667,-76.7594144444444,MARYLAND,ANNE ARUNDEL,TIPTON
4311,2023-08-08,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1840E/NEW YORK TRACON ADVISED, CRJ9, CAE - LGA, REPORTED A RED AND ORANGE UAS WHILE ENE BOUND AT 4,000 FEET 3 SSE LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION NOTIFIED.",LGA,AIRPORT,40.7772422222222,-73.8726055555556,NEW YORK,QUEENS,LAGUARDIA
4312,2023-08-08,WASHINGTON,PASCO,"PRELIM INFO FROM FAA : PASCO, WA/UAS SIGHTING/LATE REPORT 8-9 1031P/TRI CITIES ATCT ADVISED, REPORTED A UAS AT 50 FEET VCNTY PSC. PORT OF PASCO ADVISED UAS OBSERVED AT INTERSECTION OF RUNWAY 21L AND RUNWAY 30. PORT OF PASCO PD NOTIFIED.",PSC,AIRPORT,46.2646816666667,-119.119023888889,WASHINGTON,FRANKLIN,TRI-CITIES
4313,2023-08-09,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/2006C/HOUSTON TRACON ADVISED, A319, YYZ - IAH, REPORTED A WHITE UAS WHILE SE BOUND AT 8,000 FEET 10 SE IAH. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",IAH,AIRPORT,29.9844352777778,-95.3414425,TEXAS,HARRIS,GEORGE BUSH INTCNTL/HOUSTON
4314,2023-08-09,MASSACHUSETTS,NEW BEDFORD,"PRELIM INFO FROM FAA OPS: NEW BEDFORD, MA/UAS SIGHTING/1635E/NEW BEDFORD ATCT ADVISED, SOCATA TBM7, REPORTED A WHITE UAS WHILE NW BOUND AT 900 FEET 2 S EWB. NO EVASIVE ACTION TAKEN. NEW BEDFORD PD NOTIFIED.",EWB,AIRPORT,41.6765661111111,-70.9578361111111,MASSACHUSETTS,BRISTOL,NEW BEDFORD RGNL
4315,2023-08-10,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1140E/CENTRAL FLORIDA TRACON ADVISED, A20N, MCO - IND, REPORTED A WHITE UAS WHILE SE BOUND AT 1,700 FEET 12 SSE MCO. NO EVASIVE ACTION REPORTED. ORLANDO PD NOTIFIED.",IND,AIRPORT,39.7173055555556,-86.2946388888889,INDIANA,MARION,INDIANAPOLIS INTL
4316,2023-08-10,NEW MEXICO,ALBUQUERQUE,"PRELIM INFO FROM FAA OPS: ALBUQUERQUE, NM/UAS SIGHTING/1045M/ALBUQUERQUE ATCT ADVISED, B737, ABQ - LAX, REPORTED A BROWN UAS BELOW ACFT AT THE 10 O'CLOCK POSITION WHILE E BOUND AT 7,000 FEET 14 E ABQ. NO EVASIVE ACTION REPORTED. NM STATE PD NOTIFIED.",LAX,AIRPORT,33.9424963888889,-118.408048611111,CALIFORNIA,LOS ANGELES,LOS ANGELES INTL
4317,2023-08-10,NEW MEXICO,ALBUQUERQUE,"PRELIM INFO FROM FAA OPS: ALBUQUERQUE, NM/UAS INCIDENT/1200M/ALBUQUERQUE ATCT ADVISED, BEECH BE9L, ABQ - ABQ, REPORTED A GRAY UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 6,400 FEET 14 E ABQ. ACFT TOOK EVASIVE ACTION AND ABQ CHANGED RUNWAY CONFIGURATION. NM DPS NOTIFIED.",AND,AIRPORT,34.4945866666667,-82.7093813888889,SOUTH CAROLINA,ANDERSON,ANDERSON RGNL
4318,2023-08-10,WISCONSIN,MILWAUKEE,"PRELIM INFO FROM FAA OPS: MILWAUKEE, WI/UAS SIGHTING/1628C/MILWAUKEE ATCT ADVISED, B738, MCI - MKE, REPORTED GRAY UAS AT THE 9 O'CLOCK POSITION AT SAME ALTITUDE WHILE ENE BOUND AT 1,200 FEET 2 WSW MKE. NO EVASIVE ACTION REPORTED. MILWAUKEE COUNTY SHERIFF NOTIFIED.",MCI,AIRPORT,39.2976111111111,-94.7138888888889,MISSOURI,PLATTE,KANSAS CITY INTL
4319,2023-08-10,NEW YORK,BUFFALO,"PRELIM INFO FROM FAA OPS: BUFFALO, NY/UAS SIGHTING/1852E/BUFFALO ATCT ADVISED, BOMBARDIER CL60, REPORTED A WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE NW BOUND AT 2,000 FEET 4 S BUF. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED.",BUF,AIRPORT,42.9404272222222,-78.7305697222222,NEW YORK,ERIE,BUFFALO NIAGARA INTL
4320,2023-08-11,OKLAHOMA,GUTHRIE,"PRELIM INFO FROM FAA OPS: GUTHRIE, OK/UAS SIGHTING/0851C/OKLAHOMA CITY APCH ADVISED, BEECH BE30, REPORTED UAS WHILE SSE BOUND AT 1,500 FEET 2 N GOK. NO EVASIVE ACTION TAKEN. GUTHRIE PD NOTIFIED.",GOK,AIRPORT,35.8515227222222,-97.4161775555556,OKLAHOMA,LOGAN,GUTHRIE/EDMOND RGNL
4321,2023-08-12,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1059E/PALM BEACH APCH ADVISED, A320, HPN - PBI, REPORTED A WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 1,300 FEET 4 W PBI. NO EVASIVE ACTION TAKEN. PALM BEACH COUNTY SHERIFF NOTIFIED.",PBI,AIRPORT,26.6831616666667,-80.0955919444444,FLORIDA,PALM BEACH,PALM BEACH INTL
4322,2023-08-12,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/1055P/SEATTLE ATCT ADVISED, E75L, GPI - SEA, REPORTED A UAS WHILE 5 EAST OF SEATTLE AT 10,000 FEET. NO EVASIVE ACTION REPORTED. NO LEOS WERE NOTIFIED.",SEA,AIRPORT,47.4498888888889,-122.311777777778,WASHINGTON,KING,SEATTLE-TACOMA INTL
4323,2023-08-12,MISSOURI,ST LOUIS,"PRELIM INFO FROM FAA OPS: ST LOUIS, MO/UAS SIGHTING/1710C/ST LOUIS ATCT ADVISED, E75S, TORONTO, CANADA (CYYZ) - STL, REPORTED 2 UAS ABOVE ACFT WHILE NNE BOUND AT 2,000 FEET 16.7 SSE SUS. NO EVASIVE ACTION TAKEN. AIRPORT PD NOTIFIED.",SUS,AIRPORT,38.6621111111111,-90.6520555555556,MISSOURI,ST LOUIS,SPIRIT OF ST LOUIS
4324,2023-08-12,CALIFORNIA,OAKLAND,"PRELIM INFO FROM FAA OPS: OAKLAND, CA/UAS SIGHTING/1700P/, RV7, REPORTED A BLACK UNAUTHORIZED UAS OPERATING AT 1,000 FEET 1 NE OAK. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",OAK,AIRPORT,37.7212613888889,-122.221150555556,CALIFORNIA,ALAMEDA,METRO OAKLAND INTL
4325,2023-08-12,CALIFORNIA,VAN NUYS,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS SIGHTING/1924P/SOCAL TRACON ADVISED, PIPER P28A, SBP - MURRIETA, CA (F70), REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 5,500 FEET 4 W VNY. NO EVASIVE ACTION REPORTED. LA PD NOTIFIED.",VNY,AIRPORT,34.2098055555556,-118.489972222222,CALIFORNIA,LOS ANGELES,VAN NUYS
4326,2023-08-13,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/1203E/MIAMI APCH ADVISED, A320, BUF - FLL, REPORTED A SILVER QUAD-COPTER UAS 500 FEET OFF THE RIGHT SIDE WHILE W BOUND AT 6,500 FEET 5 NE FLL. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",BUF,AIRPORT,42.9404272222222,-78.7305697222222,NEW YORK,ERIE,BUFFALO NIAGARA INTL
4327,2023-08-13,FLORIDA,PENSACOLA,"PRELIM INFO FROM FAA OPS: PENSACOLA, FL/UAS SIGHTING/1250C/PENSACOLA TRACON ADVISED, CRJ9, PNS - CLT, REPORTED A BLACK UAS 50 FEET FROM THE ACFT WHILE EASTBOUND AT 5,800 FEET 7 SSE PNS. NO EVASIVE ACTION TAKEN. ESCAMBIA COUNTY SHERIFF'S OFFICE NOTIFIED.",PNS,AIRPORT,30.4734166666667,-87.1866111111111,FLORIDA,ESCAMBIA,PENSACOLA INTL
4328,2023-08-13,NEW JERSEY,TETERBORO,"PRELIM INFO FROM FAA OPS: TETERBORO, NJ/UAS SIGHTING/1825E/TEB ATCT ADVISED, BOMBARDIER CL30, ASE - TEB, REPORTED UAS 20 FEET BELOW LEFT WING WHILE WSW BOUND AT 1,300 FEET 3 ENE TEB. NO EVASIVE ACTION REPORTED. ARPT OPS NOTIFIED.",TEB,AIRPORT,40.8501111111111,-74.0608333333333,NEW JERSEY,BERGEN,TETERBORO
4329,2023-08-13,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1800C/CHICAGO TRACON ADVISED, B738, PHL - MDW, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE NW BOUND AT 4,000 FEET 16 SSE MDW. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",MDW,AIRPORT,41.7859722222222,-87.7524166666667,ILLINOIS,COOK,CHICAGO MIDWAY INTL
4330,2023-08-13,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/1938E/BOSTON TRACON ADVISED, B738, CANCUN, MEXICO (MMUN) - BOS, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 3,000 FEET 5 NE BOS. NO EVASIVE ACTION REPORTED. MA STATE PD NOTIFIED.",BOS,AIRPORT,42.3629444444444,-71.0063888888889,MASSACHUSETTS,SUFFOLK,GENERAL EDWARD LAWRENCE LOGAN INTL
4331,2023-08-13,NEW YORK,BUFFALO,"PRELIM INFO FROM FAA OPS: BUFFALO, NY/UAS SIGHTING/2016E/CLEVELAND ARTCC ADVISED, CRJ7, BUF - EWR, REPORTED UAS 500 FEET BELOW ACFT AT THE 12 O'CLOCK POSITION WHILE E BOUND AT 16,000 FEET 19 ENE BUF. NO EVASIVE ACTION REPORTED. GENESSEE COUNTY SHERIFF NOTIFIED.",BUF,AIRPORT,42.9404272222222,-78.7305697222222,NEW YORK,ERIE,BUFFALO NIAGARA INTL
4332,2023-08-13,WASHINGTON,EVERETT,"PRELIM INFO FROM FAA OPS: EVERETT, WA/UAS SIGHTING/1730P/PAINE FIELD ATCT ADVISED, AMERICAN AA1, REPORTED BRIGHT GREEN UAS WHILE WNW BOUND AT 2,800 FEET 9 N PAE. NO EVASIVE ACTION REPORTED. SNOHOMISH COUNTY DISPATCH NOTIFIED.",PAE,AIRPORT,47.9073180555556,-122.282093888889,WASHINGTON,SNOHOMISH,SEATTLE PAINE FLD INTL
4333,2023-08-14,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/1029E/DCA ADVISED, B737, ATL - DCA, REPORTED A WHITE UAS  WHILE SOUTHBOUND AT 5,000 FEET 11 NW OF DCA AT 4,500 FEET. NO EVASIVE ACTION TAKEN. FAIRFAX PD NOTIFIED.",DCA,AIRPORT,38.8514402777778,-77.0377213888889,DIST. OF COLUMBIA,ARLINGTON,RONALD REAGAN WASHINGTON NTL
4334,2023-08-14,CALIFORNIA,VAN NUYS,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS SIGHTING/1335P/VAN NUYS ATCT ADVISED, CESSNA C414, REPORTED A WHITE UAS OVER THE FLOOD BASING WHILE SSE BOUND AT 1,400 FEET .5 SW VNY. NO EVASIVE ACTION TAKEN. LOS ANGELES COUNTY PD NOTIFIED.",VNY,AIRPORT,34.2098055555556,-118.489972222222,CALIFORNIA,LOS ANGELES,VAN NUYS
4335,2023-08-14,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/1652E/NEWARK ATCT ADVISED, CRJ7, DCA - EWR, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE SW BOUND AT 7,000 FEET 2.5 N EWR. NO EVASIVE ACTION TAKEN. LOCAL LEOS NOTIFIED.",DCA,AIRPORT,38.8514402777778,-77.0377213888889,DIST. OF COLUMBIA,ARLINGTON,RONALD REAGAN WASHINGTON NTL
4336,2023-08-14,CALIFORNIA,FRESNO,"PRELIM INFO FROM FAA OPS: FRESNO, CA/UAS SIGHTING/1430P/FRESNO ATCT ADVISED, E75L, SFO - FAT, REPORTED A BLACK UAS FROM THE 3 O'CLOCK POSITION WHILE WNW BOUND AT 1,000 FEET 1.5 ESE FAT. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",SFO,AIRPORT,37.6188055555556,-122.375416666667,CALIFORNIA,SAN MATEO,SAN FRANCISCO INTL
4337,2023-08-15,WASHINGTON,RENTON,"PRELIM INFO FROM FAA OPS: RENTON, WA/UAS SIGHTING/1040P/RENTON ATCT ADVISED, CESSNA 172, REPORTED A BLACK UAS FROM THREE O' CLOCK POSITION WHILE NORTHWEST BOUND AT 1,000 FEET 4.6 SSE RNT. NO EVASIVE ACTION TAKEN.  KENT PD NOTIFIED.",RNT,AIRPORT,47.4931388888889,-122.21575,WASHINGTON,KING,RENTON MUNI
4338,2023-08-15,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/LATE REPORT - 1114E/NEW YORK TRACON ADVISED, E190, JFK - ROC, REPORTED A BLACK UAS AT SAME ALTITUDE WHILE S BOUND AT 5,000 FEET 2 S JFK. NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED.",ROC,AIRPORT,43.1191436111111,-77.6718688888889,NEW YORK,MONROE,FREDERICK DOUGLASS/GREATER ROCHESTER INTL
4339,2023-08-15,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1622C/CHICAGO TRACON ADVISED, CESSNA C208, YIP - ITH, REPORTED A UAS FROM THE 10 O'CLOCK POSITION WHILE E BOUND AT 4,000 FEET 22 NW CHICAGO HEIGHTS VORTAC (CGT). NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",YIP,AIRPORT,42.2402738888889,-83.5314611111111,MICHIGAN,WAYNE,WILLOW RUN
4340,2023-08-15,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/2047C/IAH ATCT ADVISED, A20N, DEN - IAH, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 100 FEET ON FINAL IAH. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED.",DEN,AIRPORT,39.8616666666667,-104.673166666667,COLORADO,DENVER,DENVER INTL
4341,2023-08-17,TEXAS,SAN ANTONIO,"PRELIM INFO FROM FAA OPS: SAN ANTONIO, TX/UAS SIGHTING/1319C/SAN ANTONIO ATCT ADVISED, PIPER P28A, SAT - SAT, REPORTED A UAS 1,500 FEET BELOW ACFT WHILE NE BOUND AT 2,500 FEET 3 WNW SKF. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",SKF,AIRPORT,29.3842333333333,-98.5811166666667,TEXAS,BEXAR,KELLY FLD
