,Date,State,City,Summary,code,Direction,Time,Authority Advised,Route,Location,Altitude,latitude,longitude
105,2024-02-10,NEW JERSEY,MILLVILLE,"PRELIM INFO FROM FAA OPS: MILLVILLE, NJ/UAS INCIDENT/1640E/WASHINGTON ARTCC ADVISED, A319, EYW - PHL, REPORTED A UAS FROM THE 12 Oâ€™CLOCK POSITION WHILE W BOUND AT 13,000 FEET 10 S VCN. PILOT MANEUVERED TO AVOID. LEO NOTIFICATION NOT REPORTED.",PHL,W BOUND,1640E,WASHINGTON ARTCC,EYW - PHL,10 S VCN,"AT 13,000 FEET",39.8720838888889,-75.2406630555556
106,2024-02-10,CALIFORNIA,MOUNTAIN VIEW,"PRELIM INFO FROM FAA OPS: MOUNTAIN VIEW, CA/UAS SIGHTING/1415P/SAN JOSE ATCT ADVISED, CIRRUS SR22, REPORTED A UAS WHILE E BOUND AT 1,100 FEET 3 SSE NUQ. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED.",NUQ,E BOUND,1415P,SAN JOSE ATCT,,3 SSE NUQ,"AT 1,100 FEET",37.4161438888889,-122.049129166667
107,2024-02-10,CALIFORNIA,SAN JOSE,"PRELIM INFO FROM FAA OPS: SAN JOSE, CA/UAS SIGHTING/1420P/SAN JOSE ATCT ADVISED, B39M, IAH - SJC, REPORTED A LARGE ORANGE/BRASSY UAS AT THE 3 O'CLOCK POSITION WHILE NW BOUND AT 2,600 FEET 8 SE SJC. NO EVASIVE ACTION TAKEN. SAN JOSE PD NOTIFIED.",SAN,NW BOUND,1420P,SAN JOSE ATCT,IAH - SJC,8 SE SJC,"AT 2,600 FEET",32.7335627777778,-117.189663333333
108,2024-02-10,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1534P/LOS ANGELES ATCT ADVISED, BOMBARDIER GLEX, TOKYO, JAPAN (RJTT) - LAX, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE WSW BOUND AT 1,600 FEET 4 ENE LAX. NO EVASIVE ACTION TAKEN. LOS ANGELES COUNTY SHERIFF WAS NOTIFIED.",LAX,WSW BOUND,1534P,LOS ANGELES ATCT,"BOMBARDIER GLEX, TOKYO, JAPAN (RJTT) - LAX",4 ENE LAX,"AT 1,600 FEET",33.9424963888889,-118.408048611111
109,2024-02-11,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1251E/MIAMI APCH ADVISED, A319, BOGOTA, COLOMBIA (SKBO) - MIA, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 1,200 FEET 4 W MIA. NO EVASIVE ACTION TAKEN. MDPD NOTIFIED.",MIA,E BOUND,1251E,MIAMI APCH,"BOGOTA, COLOMBIA (SKBO) - MIA",4 W MIA,"AT 1,200 FEET",25.7953611111111,-80.2901158333333
110,2024-02-11,TEXAS,HARLINGEN,"PRELIM INFO FROM FAA OPS: HARLINGEN, TX/UAS SIGHTING/1235C/HARLINGEN ATCT ADVISED, B38M, AUS - HRL, REPORTED A UAS WHILE NW BOUND AT 700 FEET 1 SE HRL. NO EVASIVE ACTION TAKEN. HARLINGEN PD NOTIFIED.",HRL,NW BOUND,1235C,HARLINGEN ATCT,AUS - HRL,1 SE HRL,AT 700 FEET,26.2265597222222,-97.6553111111111
111,2024-02-11,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1320C/HOUSTON TRACON ADVISED, E75L, IND - IAH, REPORTED A UAS WHILE BOUND E AT 6,400 FEET 7 NE IAH. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",IAH,,1320C,HOUSTON TRACON,IND - IAH,7 NE IAH,"AT 6,400 FEET",29.9844352777778,-95.3414425
112,2024-02-11,FLORIDA,TAMPA,"PRELIM INFO FROM FAA OPS: TAMPA, FL/UAS SIGHTING/LATE REPORT-2/11 1937E/TAMPA ATCT ADVISED, HELO, REPORTED A UAS AT 800 FEET VCNTY TPA. NO DIRECTION OF FLIGHT WAS REPORTED. EVASIVE MANUEVERS WERE TAKEN. LEO NOTIFICATION NOT REPORTED.",TPA,,,TAMPA ATCT,,,AT 800 FEET,27.9754722222222,-82.53325
113,2024-02-11,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS SIGHTING/1646P/LAS VEGAS TRACON ADVISED, H60, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE  W BOUND AT 5,800 FEET 6 SSE LAS VEGAS VOR. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",LAS,,1646P,LAS VEGAS TRACON,,6 SSE LAS VEGAS VOR,"AT 5,800 FEET",36.0800438888889,-115.152234722222
114,2024-02-12,INDIANA,KNOX,"PRELIM INFO FROM FAA OPS: KNOX, IN/UAS SIGHTING/1055C/CHICAGO ARTCC ADVISED, E75L, SAV - ORD, REPORTED A SILVER UAS WHILE NW BOUND AT 14,000 FEET 10 N OXI. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",SAV,NW BOUND,1055C,CHICAGO ARTCC,SAV - ORD,10 N OXI,"AT 14,000 FEET",32.1275833333333,-81.2021388888889
115,2024-02-12,FLORIDA,KEY WEST,"PRELIM INFO FROM FAA OPS: KEY WEST, FL/UAS SIGHTING/LATE REPORT-1430E/MIAMI ARTCC ADVISED, BE40, REPORTED MULTIPLE UAS WHILE SW BOUND AT 16,000 FEET 55 N NQX. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",NQX,SW BOUND,,MIAMI ARTCC,,55 N NQX,"AT 16,000 FEET",24.5746370833333,-81.6866454444445
116,2024-02-12,CALIFORNIA,SACRAMENTO,"PRELIM INFO FROM FAA OPS: SACRAMENTO, CA/UAS SIGHTING/1442P/NORCAL TRACON ADVISED, GULFSTREAM G280, SAC - SBA, REPORTED A GRAY QUADCOPTER UAS 200 FEET BELOW ACFT FROM THE 12 O'CLOCK POSITION WHILE SSE BOUND AT 3,800 FEET 4 ENE SAC. NO EVASIVE ACTION TAKEN. ELK GROVE PD NOTIFIED.",SAC,SSE BOUND,1442P,NORCAL TRACON,SAC - SBA,4 ENE SAC,"AT 3,800 FEET",38.5128611111111,-121.493300277778
117,2024-02-12,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1510P/LOS ANGELES ARTCC ADVISED, E295, LAX - TORONTO, CANADA (CYYZ), REPORTED A RED AND WHITE UAS WHILE NE BOUND AT 1,800 FEET 15 NNE LAX. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",LAX,NE BOUND,1510P,LOS ANGELES ARTCC,"LAX - TORONTO, CANADA (CYYZ)",15 NNE LAX,"AT 1,800 FEET",33.9424963888889,-118.408048611111
118,2024-02-13,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1222E/ORLANDO ATCT ADVISED, B738, ORD - MCO, REPORTED A UAS FROM THE 9 Oâ€™CLOCK POSITION WHILE N BOUND AT 1,500 FEET 5 S MCO. NO EVASIVE ACTION TAKEN. OSCEOLA COUNTY SHERIFF NOTIFIED.",MCO,N BOUND,1222E,ORLANDO ATCT,ORD - MCO,5 S MCO,"AT 1,500 FEET",28.4293888888889,-81.309
119,2024-02-13,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1333M/DEER VALLEY ATCT ADVISED, CESSNA C172, DVT - UNKN, REPORTED A UAS WHILE ENE BOUND AT 2,500 FEET 1 WNW DVT. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",DVT,ENE BOUND,1333M,DEER VALLEY ATCT,DVT - UNKN,1 WNW DVT,"AT 2,500 FEET",33.6883055555556,-112.082555555556
120,2024-02-13,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1555E/ATLANTA TRACON ADVISED, GULFSTREAM G280, PDK - PDK, REPORTED A UAS 2,000 FEET FROM THE ACFT WHILE S BOUND AT 6,000 FEET 4 W PDK. NO EVASIVE ACTION TAKEN. HENRY COUNTY EMERGENCY COMMUNICATIONS NOTIFIED.",PDK,S BOUND,1555E,ATLANTA TRACON,PDK - PDK,4 W PDK,"AT 6,000 FEET",33.8760019444444,-84.3020305555555
121,2024-02-13,MARYLAND,CAMP SPRINGS,"PRELIM INFO FROM FAA OPS: CAMP SPRINGS, MD/UAS SIGHTING/1606E/ANDREWS ATCT ADVISED, GLF5, MYR - ADW, REPORTED A UAS FROM THE 12 Oâ€™CLOCK POSITION WHILE N BOUND AT 1,000 FEET 3.5 S ADW. NO EVASIVE ACTION TAKEN. PRINCE GEORGE'S PD NOTIFIED.",ADW,N BOUND,1606E,ANDREWS ATCT,MYR - ADW,,"AT 1,000 FEET",38.8108255555556,-76.8670463888889
122,2024-02-13,ALABAMA,BIRMINGHAM,"PRELIM INFO FROM FAA OPS: BIRMINGHAM, AL/UAS SIGHTING/1730C/ATLANTA ARTCC ADVISED, DC91, MGM - BMI, REPORTED A YELLOW UAS AT THE 12 O'CLOCK POSITION WHILE N BOUND AT FL180 50 S VULCAN VOR. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",BMI,N BOUND,1730C,ATLANTA ARTCC,MGM - BMI,50 S VULCAN VOR,,40.4771111111111,-88.9159166666667
123,2024-02-13,ARKANSAS,ROGERS,"PRELIM INFO FROM FAA OPS: ROGERS, AR/UAS SIGHTING/LATE REPORT-1732C/ROGERS FCT ADVISED, VAN'S R7, REPORTED A BLACK UAS WHILE SW BOUND AT 450 FEET 1.5 ENE ROG. NO EVASIVE ACTION TAKEN. LOCAL LEO WAS NOTIFIED.",ROG,SW BOUND,,ROGERS FCT,,,AT 450 FEET,36.3724166666667,-94.1069722222222
124,2024-02-13,CALIFORNIA,PALM SPRINGS,"PRELIM INFO FROM FAA OPS: PALM SPRINGS, CA/UAS SIGHTING/1607P/SOCAL TRACON ADVISED, B763, DFW - ONT, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE SW BOUND AT 11,000 FEET 18 WNW PSP. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",ONT,SW BOUND,1607P,SOCAL TRACON,DFW - ONT,18 WNW PSP,"AT 11,000 FEET",34.0560141666667,-117.6011875
125,2024-02-14,MICHIGAN,MUSKEGON,"PRELIM INFO FROM FAA OPS: MUSKEGON, MI/UAS SIGHTING/1218E/MUSKEGON ATCT ADVISED, CESSNA C172, REPORTED A WHITE UAS AT 1,400 FEET WHILE N BOUND AT 1,600 FEET 2 E MUSKEGON. NO EVASIVE ACTION REPORTED. NORTH SHORES PD NOTIFIED.",MKG,N BOUND,1218E,MUSKEGON ATCT,,2 E MUSKEGON,"AT 1,400 FEET",43-10-03.6182N 086-14-07.5794W,W43-10.060303N 086-14.126323
126,2024-02-14,FLORIDA,MILTON,"PRELIM INFO FROM FAA OPS: MILTON, FL/UAS SIGHTING/1230C/PENSACOLA TRACON ADVISED, HELO, REPORTED A UAS WHILE N BOUND AT 1,000 FEET VCNTY MILTON, FL. NO EVASIVE ACTION TAKEN. SANTA ROSA COUNTY SHERIFF NOTIFIED.",,N BOUND,1230C,PENSACOLA TRACON,,,"AT 1,000 FEET",,
127,2024-02-14,FLORIDA,MILTON,"PRELIM INFO FROM FAA OPS: MILTON, FL/UAS SIGHTING/1238C/PENSACOLA TRACON ADVISED, BELL B06, REPORTED A UAS WHILE S BOUND AT 1,000 FEET 6 S NDZ. NO EVASIVE ACTION TAKEN. SANTA ROSA COUNTY SHERIFF NOTIFIED.",NDZ,S BOUND,1238C,PENSACOLA TRACON,,6 S NDZ,"AT 1,000 FEET",30.6985730555556,-87.0144086111111
128,2024-02-14,GEORGIA,COLUMBUS,"PRELIM INFO FROM FAA OPS: COLUMBUS, GA/UAS SIGHTING/1635E/COLUMBUS ATCT ADVISED, CESSNA C172, AUO - AUO, REPORTED A UAS FROM 1,000 FEET BELOW ACFT WHILE SSW BOUND AT 3,500 FEET 11 NW CSG. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",CSG,SSW BOUND,1635E,COLUMBUS ATCT,AUO - AUO,11 NW CSG,"AT 3,500 FEET",32.5163333333333,-84.9388611111111
129,2024-02-14,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1640C/HOUSTON TRACON ADVISED, B739, IAH - EWR, REPORTED A UAS WHILE NE BOUND AT 11,000 FEET 20 NE IAH. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED.",EWR,NE BOUND,1640C,HOUSTON TRACON,IAH - EWR,20 NE IAH,"AT 11,000 FEET",40.6924798333333,-74.1686867777778
130,2024-02-14,FLORIDA,DAYTONA BEACH,"PRELIM INFO FROM FAA OPS: DAYTONA BEACH, FL/UAS INCIDENT/1757E/DAYTONA BEACH TRACON ADVISED, CESSNA C172, EVB - EVB, REPORTED A BLACK FIXED WING UAS AT THE 12 O'CLOCK POSITION WHILE NNW BOUND AT 5,000 FEET 4 SSE DAB. PIC TOOK EVASIVE ACTION TO AVOID UAS.  VOLUSIA COUNTY SHERIFF NOTIFIED.",DAB,NNW BOUND,1757E,DAYTONA BEACH TRACON,EVB - EVB,4 SSE DAB,"AT 5,000 FEET",29.1799088888889,-81.0580422222222
131,2024-02-14,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1700P/LOS ANGELES ATCT ADVISED, B772, PARIS, FRANCE (LFPG) - LAX, REPORTED A YELLOW/ BLUE UAS AT THE 3 O'CLOCK POSITION WHILE W BOUND AT 1,500 FEET 5 E LAX. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",LAX,W BOUND,1700P,LOS ANGELES ATCT,"PARIS, FRANCE (LFPG) - LAX",5 E LAX,"AT 1,500 FEET",33.9424963888889,-118.408048611111
132,2024-02-14,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS SIGHTING/2139C/DALLAS LOVE ATCT ADVISED, CESSNA C172, REPORTED A UAS WHILE W BOUND AT 1,500 FEET 5 SE DAL. NO EVASIVE ACTION TAKEN. DFW DPS NOTIFIED.",DAL,W BOUND,2139C,DALLAS LOVE ATCT,,5 SE DAL,"AT 1,500 FEET",32.8459447222222,-96.8508766666667
133,2024-02-14,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/2200M/PHOENIX ATCT ADVISED, HELO, REPORTED A UAS WHILE W BOUND AT 1,400 FEET 2 NW PHX. NO EVASIVE ACTION TAKEN. PHOENIX ARPT PD NOTIFIED.",PHX,W BOUND,2200M,PHOENIX ATCT,,2 NW PHX,"AT 1,400 FEET",33.4342777777778,-112.011583333333
134,2024-02-15,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/0700E/POTOMAC TRACON ADVISED, E145, ALB - IAD, REPORTED A WHITE-GREEN UAS WHILE SSW BOUND AT 12,500 FEET 55 N DCA. NO EVASIVE ACTION TAKEN. NO EVASIVE ACTION TAKEN.",ALB,SSW BOUND,0700E,POTOMAC TRACON,ALB - IAD,55 N DCA,"AT 12,500 FEET",42.7491161111111,-73.80198
135,2024-02-15,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1145E/NATIONAL ATCT-NCRCC REPORTED A UAS OPERATING IN CLASS B AIRSPACE WITHOUT AUTHORIZATION 2 NE DCA. NO IMPACT TO NAS. DC METRO PD IDENTIFIED AND APPREHENDED THE OPERATOR AND UAS. OPERATOR RELEASED. NO LEAP NOTIFICATION.",AND,,1145E,,,2 NE DCA,,34.4945866666667,-82.7093813888889
136,2024-02-15,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: BIMINI, BAHAMAS/UAS SIGHTING/1610E/MIAMI ARTCC ADVISED, A320, MDSD - FLL, REPORTED LARGE RED UAS 500 FEET BELOW ACFT WHILE NNW BOUND AT 12,000 VCNTY BIMINI VOR. NO EVASIVE ACTION TAKEN. LEO INFORMATION NOT REPORTED.",FLL,NNW BOUND,1610E,MIAMI ARTCC,MDSD - FLL,,,26.0716666666667,-80.1496944444444
137,2024-02-15,GEORGIA,MACON,"PRELIM INFO FROM FAA OPS: MACON, GA/UAS SIGHTING/1645E/ALTLANTA TRACON ADVISED, PIPER PA24, REPORTED A SILVER UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 5,500 FEET OVER MCN. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",MCN,W BOUND,1645E,ALTLANTA TRACON,,,"AT 5,500 FEET",32.6928333333333,-83.6492222222222
138,2024-02-16,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1025E/DCA ATCT ADVISED, CRJ9, REPORTED A FOOTBALL SIZE UAS FROM THE 9 O'CLOCK POSITION AT 7,200 FEET WHILE E BOUND AT 8,000 FEET VCNTY DCA. NO EVASIVE ACTION REPORTED. LEO INFO NOT REPORTED.",DCA,E BOUND,1025E,DCA ATCT,,,"AT 7,200 FEET",38.8514402777778,-77.0377213888889
139,2024-02-16,CALIFORNIA,SAN DIEGO/EL CAJON,"PRELIM INFO FROM FAA OPS: SAN DIEGO-EL CAJON, CA/UAS SIGHTING/1026P/MONTGOMERY-GIBBS ATCT ADVISED, CESSNA C172, RNM - MYF, REPORTED AN ORANGE UAS 500 FEET BELOW THEIR 7 O'CLOCK POSITION WHILE WSW BOUND AT 3,500 FEET 2 SE SEE. NO EVASIVE ACTION TAKEN. SAN DIEGO PD NOTIFIED.",SAN,WSW BOUND,1026P,,RNM - MYF,2 SE SEE,"AT 3,500 FEET",32.7335627777778,-117.189663333333
140,2024-02-16,TEXAS,BEAUMONT/PORT ARTHUR,"PRELIM INFO FROM FAA OPS: BEAUMONT/PORT ARTHUR, TX/UAS SIGHTING/1328C/HOUSTON TRACON ADVISED, CESNNA C182, REPORTED A WHITE UAS AT 2,800 FEET WHILE WHILE W BOUND AT SAME ALTITUDE. NO EVASIVE ACTION REPORTED. HOUSTON FBI OFFICE NOTIFIED.",,W BOUND,1328C,HOUSTON TRACON,,,"AT 2,800 FEET",,
141,2024-02-16,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1400E/ATLANTA TRACON ADVISED, CIRRUS SF50, REPORTED UAS 60 FEET OFF RIGHT SIDE OF ACFT AT 6,000 FEET WHILE N BOUND AT SAME ALTITUDE 4 SSE ATLANTA. NO EVASIVE ACTION REPORTED CLAYTON COUNTY SHERIFF NOTIFIED.",OFF,N BOUND,1400E,ATLANTA TRACON,,4 SSE ATLANTA,"AT 6,000 FEET",41.1193288888889,-95.9085169444444
142,2024-02-16,CALIFORNIA,ONTARIO,"PRELIM INFO FROM FAA OPS: ONTARIO, CA/UAS INCIDENT/1435P/CHINO ATCT ADVISED, CESSNA C172, RAL - RAL, REPORTED A WHITE UAS 500 FEET BELOW THE ACFT WHILE E BOUND AT 1,500 FEET 5 W PARADISE VORTAC (PDZ). NO EVASIVE ACTION TAKEN. CHINO PD NOTIFIED.",RAL,E BOUND,1435P,CHINO ATCT,RAL - RAL,5 W PARADISE VORTAC (PDZ),"AT 1,500 FEET",33.9518888888889,-117.445111111111
143,2024-02-16,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS SIGHTING/1807C/MINNEAPOLIS TRACON ADVISED, BEECH BE40, STP - FCM, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE SSW BOUND AT 4,000 FEET 3 E MSP. NO EVASIVE ACTION TAKEN. MINNEAPOLIS ARPT PD NOTIFIED.",MSP,SSW BOUND,1807C,MINNEAPOLIS TRACON,STP - FCM,3 E MSP,"AT 4,000 FEET",44.8819722222222,-93.2217777777778
144,2024-02-17,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1026E/MIAMI ATCT ADVISED, E170, MIA - BOS, REPORTED A RED-WHITE UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 3,000 FEET 3 W MIA. NO EVASIVE ACTION TAKEN. MIAMI DADE PD NOTIFIED.",BOS,W BOUND,1026E,MIAMI ATCT,MIA - BOS,3 W MIA,"AT 3,000 FEET",42.3629444444444,-71.0063888888889
145,2024-02-17,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1300M/DENVER ATCT ADVISED, E75L, GJT - DEN, OBSERVED UAS WHILE NORTH BOUND AT 8,000 FEET, 9 S DEN. NO EVASIVE ACTION REPORTED. DENVER INTERNATIONAL ARPT PD NOTIFIED.",GJT,NORTH BOUND,1300M,DENVER ATCT,GJT - DEN,9 S DEN,,39.1214994444444,-108.525485555556
146,2024-02-17,NORTH CAROLINA,KINSTON,"PRELIM INFO FROM FAA OPS: KINSTON, NC/UAS SIGHTING/1725E/SEYMOUR JOHNSON AFB ADVISED, DIAMOND DA40, RIC - RIC, REPORTED A BALLOON 1,000 FEET BELOW ACFT WHILE N BOUND AT 6,500 FEET 8.3 ENE ISO. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",ISO,N BOUND,1725E,SEYMOUR JOHNSON AFB,RIC - RIC,,"AT 6,500 FEET",35.3314327777778,-77.60883
147,2024-02-17,WISCONSIN,MANITOWOC,"PRELIM INFO FROM FAA OPS: MANITOWOC, WI/UAS SIGHTING/1702C/GREEN BAY APCH ADVISED, PILATUS PC12, REPORTED UAS AT THE 12 O'CLOCK POSITION WHILE W BOUND AT 10,500 FEET 15 E MTW. NO EVASIVE ACTION TAKEN. MANITOWOC PD NOTIFIED.",MTW,W BOUND,1702C,GREEN BAY APCH,,15 E MTW,"AT 10,500 FEET",44.1287777777778,-87.6805833333333
148,2024-02-18,PUERTO RICO,SAN JUAN,"PRELIM INFO FROM FAA OPS: SAN JUAN, PUERTO RICO/UAS SIGHTING/0923L/SAN JUAN ATCT ADVISED, CESSNA C402, STT - STX, REPORTED UAS AT SAME ALTITUDE WHILE S BOUND AT 2,000 FEET 1 S STT. NO EVASIVE ACTIONS TAKEN. SAN JUAN PD NOTIFIED.",SAN,S BOUND,0923L,SAN JUAN ATCT,STT - STX,1 S STT,"AT 2,000 FEET",32.7335627777778,-117.189663333333
149,2024-02-18,SOUTH CAROLINA,CHARLESTON,"PRELIM INFO FROM FAA OPS: CHARLESTON, SC/UAS SIGHTING/1000E/CHARLESTON ATCT ADVISED, DIAMOND DA42, CHS - CRW, REPORTED A RED-ORANGE UAS FROM THE 3 O'CLOCK POSITION WHILE NNW BOUND AT 1,500 FEET 2 NNW CHS. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",CHS,NNW BOUND,1000E,CHARLESTON ATCT,CHS - CRW,2 NNW CHS,"AT 1,500 FEET",32.8986388888889,-80.0405277777778
150,2024-02-18,ILLINOIS,CAHOKIA/ST LOUIS,"PRELIM INFO FROM FAA OPS: CAHOKIA-ST LOUIS, IL/UAS SIGHTING/1035C/ST. LOUIS TRACON ADVISED, CIRRUS SR22, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 4,000 FEET 7 SW CPS. NO EVASIVE ACTION REPORTED. ST LOUIS COUNTY PD NOTIFIED.",CPS,E BOUND,1035C,,,7 SW CPS,"AT 4,000 FEET",38.5703611111111,-90.1550833333333
151,2024-02-18,MISSOURI,SPRINGFIELD,"PRELIM INFO FROM FAA OPS: SPRINGFIELD, MO/UAS SIGHTING/1100C/SPRINGFIELD ATCT ADVISED, CIRRUS SR22, OZS - SGF, REPORTED A UAS FROM THE 5 O'CLOCK POSITION WHILE SE BOUND AT 2,300 FEET 8 NW SGF. NO EVASIVE ACTION TAKEN. SPRINGFIELD PD NOTIFIED.",SGF,SE BOUND,1100C,SPRINGFIELD ATCT,OZS - SGF,8 NW SGF,"AT 2,300 FEET",37.2456613888889,-93.3886269444445
152,2024-02-18,MISSISSIPPI,TUPELO,"PRELIM INFO FROM FAA OPS: TUPELO, MS/UAS SIGHTING/1150C/MEMPHIS ARTCC ADVISED, CESSNA C441, OLV - OLV, REPORTED A BRONZE UAS FROM THE 12 O'CLOCK POSITION WHILE S BOUND AT 13,500 FEET VCNTY TUP. NO EVASIVE ACTION REPORTED. LEE COUNTY SHERIFF NOTIFIED.",OLV,S BOUND,1150C,MEMPHIS ARTCC,OLV - OLV,,"AT 13,500 FEET",34.97875,-89.7868611111111
153,2024-02-18,KENTUCKY,LOUISVILLE,"PRELIM INFO FROM FAA OPS: LOUISVILLE, KY/UAS INCIDENT/1341E/BOWMAN ATCT ADVISED, CESSNA C172, JVY - LOU, REPORTED A WHITE UAS WHILE SSE BOUND AT 1,500 FEET 2.4 NNE LOU. PIC MANEUVERED TO AVOID UAS. LOUISVILLE METRO PD NOTIFIED.",LOU,SSE BOUND,1341E,BOWMAN ATCT,JVY - LOU,,"AT 1,500 FEET",38.2279840277778,-85.6637490555556
154,2024-02-18,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1623C/MDW ATCT ADVISED, CESSNA C68A, PIE - MDW, REPORTED BLACK UAS WHILE NW BOUND AT 3,800 FEET 10 SE MDW. NO EVASIVE ACTION REPORTED. LOCAL LAW ENFORCEMENT NOTIFIED.",LAW,NW BOUND,1623C,MDW ATCT,PIE - MDW,10 SE MDW,"AT 3,800 FEET",34.5677144444444,-98.4166366666667
155,2024-02-18,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS SIGHTING/1703C/NASHVILLE APCH ADVISED, CESSNA C680, MEM - BNA, REPORTED A WHITE UAS AT THE 10 O'CLOCK POSITION WHILE NNE BOUND AT 5,800 FEET 4 W BNA. NO EVASIVE ACTION TAKEN. METROPOLITAN NASHVILLE ARPT AUTHORITY DPS NOTIFIED.",BNA,NNE BOUND,1703C,NASHVILLE APCH,MEM - BNA,4 W BNA,"AT 5,800 FEET",36.124475,-86.6781805555556
156,2024-02-18,NORTH DAKOTA,FARGO,"PRELIM INFO FROM FAA OPS: FARGO, ND/UAS SIGHTING/1901C/FARGO ATCT ADVISED, AGUSTA A109, REPORTED A UAS WHILE W BOUND AT 2,000 FEET VCNTY SANFORD FARGO MEDICAL CENTER HELIPORT (ND23). NO EVASIVE ACTION TAKEN. RED RIVER REGIONAL DISPATCH NOTIFIED.",RED,W BOUND,1901C,FARGO ATCT,,,"AT 2,000 FEET",45.1848333333333,-109.257709722222
157,2024-02-19,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1312E/JFK ATCT ADVISED, A21N, MCO - JFK, REPORTED A BLACK AND WHITE UAS WHILE NW BOUND AT 1,000 FEET 4 SE JFK. NO EVASIVE ACTION REPORTED. PORT AUTHORITY NOTIFIED.",MCO,NW BOUND,1312E,JFK ATCT,MCO - JFK,4 SE JFK,"AT 1,000 FEET",28.4293888888889,-81.309
