date_of_sighting,state,city,summary,drone_latitude,drone_longitude,drone_altitude_ft,Facility Name,Facility Type,Time,Time_UTC,index_right,airspace_name,min_altitude,max_altitude,airspace_class
2024-04-22,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1240E/PALM BEACH ATCT ADVISED, A321, CLT - PBI, OBSERVED A WHITE QUAD COPTER UAS WHILE WESTBOUND AT 500 FEET, 1 E PBI. NO EVASIVE ACTION REPORTED. PALM BEACH SHERIFF NOTIFIED.",26.68316044785841,-80.07698477863478,500,PALM BEACH INTL,AIRPORT,1240E,2024-04-22 17:40:00,582.0,PALM BEACH INTL AIRPORT CLASS C AREA A,1219.2,1219.2,C
2024-04-23,NORTH CAROLINA,WILMINGTON,"PRELIM INFO FROM FAA OPS: WILMINGTON, NC/UAS SIGHTING/1908E/WILMINGTON ATCT ADVISED, PIPER PA32, ILM - ILM, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE NNW BOUND AT 2,500 FEET 9 WSW ILM. NO EVASIVE ACTION TAKEN. BRUNSWICK COUNTY SHERIFF NOTIFIED.",34.213522440725896,-78.06999392150976,2500,WILMINGTON INTL,AIRPORT,1908E,2024-04-24 00:08:00,,,,,
2024-04-24,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: /UAS SIGHTING/LATE REPORT-1755E/NEW YORK TRACON ADVISED, A319, CLT - JFK, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE NE BOUND AT 3,000 FEET 15 SSE JFK. NO EVASIVE ACTION REPORTED. NASSAU COUNTY PD NOTIFIED.",40.408733561732966,-73.65344948476455,3000,JOHN F KENNEDY INTL,AIRPORT,1755E,2024-04-24 22:55:00,202.0,NEW YORK CLASS B AREA E,2133.6,2133.6,B
2024-04-24,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1853C/CHICAGO TRACON ADVISED, B737, SDF - MDW, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE NW BOUND AT 3,500 FEET 7 S MDW. NO EVASIVE ACTION REPORTED. FBI NOTIFIED.",41.669250931530605,-87.7524166666667,3500,CHICAGO MIDWAY INTL,AIRPORT,1853C,2024-04-25 00:53:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,B
2024-04-24,CALIFORNIA,SALINAS,"PRELIM INFO FROM FAA OPS: SALINAS, CA/UAS SIGHTING/1440P/SALINAS FCT ADVISED, CESSNA C172, MYR - MYR, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 1,000 FEET 1 N SNS. NO EVASIVE ACTION REPORTED. SALINAS PD NOTIFIED.",33.696438316458334,-78.9283213888889,1000,MYRTLE BEACH INTL,AIRPORT,1440P,2024-04-24 11:40:00,567.0,MYRTLE BEACH CLASS C,1219.2,1219.2,C
2024-04-25,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/2020E/BOSTON TRACON ADVISED, E55P, CHA - BED, REPORTED A UAS FROM THE 9 Oâ€™CLOCK POSITION WHILE SW BOUND AT 2,000 FEET12 N BOS. NO EVASIVE ACTION TAKEN. MASSACHUSETTS STATE PD NOTIFIED.",42.67000860592016,-71.289,200,LAURENCE G HANSCOM FLD,AIRPORT,2020E,2024-04-26 01:20:00,,,,,
2024-04-25,INDIANA,INDIANAPOLIS,"PRELIM INFO FROM FAA OPS: INDIANAPOLIS, IN/UAS SIGHTING/1810E/INDIANAPOLIS ATCT ADVISED, DIAMOND DA40, IND - IND, REPORTED A UAS FROM THE 6 Oâ€™CLOCK POSITION WHILE NW BOUND AT FEET 3,000 FEET 2 NW IND. NO EVASIVE ACTION TAKEN. INDIANAPOLIS METROPOLITAN PD NOTIFIED.",39.74089098820384,-86.32519480999783,300,INDIANAPOLIS INTL,AIRPORT,1810E,2024-04-25 23:10:00,506.0,INDIANAPOLIS INTERNATIONAL AIRPORT CLASS C,1463.04,1463.04,C
2024-04-25,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS SIGHTING/1935C/CRYSTAL ATCT ADVISED, PIPER P28A, LXL - MIC, REPORTED A UAS FROM BELOW WHILE S BOUND AT 2,600 FEET 5 N MIC. NO EVASIVE ACTION TAKEN. CRYSTAL PD NOTIFIED.",45.145792420602284,-93.3539652777778,2600,CRYSTAL,AIRPORT,1935C,2024-04-26 01:35:00,175.0,MINNEAPOLIS CLASS B AREA D,3048.0,3048.0,B
2024-04-25,FLORIDA,ST PETERSBURG-CLEARWATER,"PRELIM INFO FROM FAA OPS: ST PETERSBURG-CLEARWATER, FL/UAS SIGHTING/1815E/ST PETERSBURG ATCT ADVISED, SOCATA TAMP, PIE - PIE, REPORTED A UAS FROM THE 9 Oâ€™CLOCK POSITION WHILE W BOUND AT 900 FEET 3 WSW PIE. NO EVASIVE ACTION TAKEN. PINELLAS COUNTY SHERIFF NOTIFIED.",27.88943740352489,-82.73864250380635,900,ST PETE-CLEARWATER INTL,AIRPORT,1815E,2024-04-25 23:15:00,351.0,TAMPA CLASS B AREA C,3048.0,3048.0,B
2024-04-25,NEW YORK,WHITE PLAINS,"PRELIM INFO FROM FAA OPS: WHITE PLAINS, NY/UAS SIGHTING/1744E/NEW YORK TRACON ADVISED, A21N, EWR - DUBLIN, IRELAND (EIDW), REPORTED A BLACK UAS WHILE ENE BOUND AT 9,500 FEET 12 SSE HPN. NO INJURIES REPORTED. NYPD AVIATION NOTIFIED.",40.88202211526314,-73.60666154939403,9500,WESTCHESTER COUNTY,AIRPORT,1744E,2024-04-25 22:44:00,204.0,NEW YORK CLASS B AREA G,2133.6,2133.6,B
2024-04-26,TEXAS,EL PASO,"PRELIM INFO FROM FAA OPS: EL PASO, TX/UAS SIGHTING/1915M/EL PASO ATCT ADVISED, TEX2, UNK - UNK, REPORTED A UAS FROM THE 3 Oâ€™CLOCK POSITION WHILE W BOUND AT 8,000 FEET 12 NE ELP. NO EVASIVE ACTION TAKEN. DPS NOTIFIED.",64.02911355958216,-160.4776191476724,8000,UNALAKLEET,AIRPORT,1915M,2024-04-27 07:15:00,,,,,
2024-04-26,FLORIDA,KEY WEST,"PRELIM INFO FROM FAA OPS: KEY WEST, FL/UAS SIGHTING/1303E/MIAMI ARTCC ADVISED, CESSNA C680, MTH - VCT, REPORTED A UAS AT THE 9 O'CLOCK POSITION WHILE S BOUND AT 17,000 FEET 40 NNE EYW. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",25.343776090692977,-80.76975389562854,17000,THE FLORIDA KEYS MARATHON INTL,AIRPORT,1303E,2024-04-26 18:03:00,,,,,
2024-04-26,SOUTH CAROLINA,MYRTLE BEACH,"PRELIM INFO FROM FAA OPS: MYRTLE BEACH, SC/UAS INCIDENT/2320E/MYRTLE BEACH ATCT ADVISED, DA40, MYR - CRE, REPORTED A UAS FROM THE 6 Oâ€™CLOCK POSITION WHILE SE BOUND AT 800 FEET 1 S MYR. LTA904 TURNED LEFT TO AVOID THE DRONE.  TWO ADDITIONAL ACFT, DIAMOND DA40,  AND N9390J, PIPER P28A, ALSO REQUESTED TO MAKE EVASIVE ACTIONS TO AVOID THE UAS AND BOTH ACFT INFORMED ATC THAT THE UAS APPEARED TO BE CHASING THEM. ARPT FIRE DEPT TRACKED THE UAS TO A NEARBY HOTEL. HORRY COUNTY DISPATCH NOTIFIED.",33.66304386057458,-78.9283213888889,800,MYRTLE BEACH INTL,AIRPORT,2320E,2024-04-27 04:20:00,567.0,MYRTLE BEACH CLASS C,1219.2,1219.2,C
2024-04-27,OHIO,COLUMBUS,"PRELIM INFO FROM FAA OPS: COLUMBUS, OH/UAS SIGHTING/1618E/COLUMBUS ATCT ADVISED, CESSNA C68A, CLE - CMH, REPORTED A BLACK UAS WHILE W BOUND AT 3,000 FEET 6 E CMH. NO EVASIVE ACTION TAKEN. COLUMBUS ARPT PD NOTIFIED.",39.9968736255827,-82.76203859813258,3000,JOHN GLENN COLUMBUS INTL,AIRPORT,1618E,2024-04-27 21:18:00,450.0,COLUMBUS CLASS C,1463.04,1463.04,C
2024-04-28,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS SIGHTING/1342E/POTOMAC TRACON ADVISED, CRJ7, PWM - DCA, REPORTED A SILVER UAS FROM THE 12 O'CLOCK POSITION WHILE SW BOUND AT 8,000 FEET 13 SW BAL. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",38.697919526257984,-77.23341748006403,8000,RONALD REAGAN WASHINGTON NTL,AIRPORT,1342E,2024-04-28 18:42:00,364.0,WASHINGTON-TRI AREA CLASS B AREA E,3048.0,3048.0,B
2024-04-28,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/0937E/CHARLOTTE ATCT ADVISED, CRJ7, CHA - CLT, REPORTED A BLACK UAS WHILE E BOUND AT 11,300 FEET 34 NW CLT. NO EVASIVE ACTION TAKEN. CLEVELAND COUNTY SHERIFF DISPATCH NOTIFIED.",35.4355315497685,-85.69390823755593,11300,LOVELL FLD,AIRPORT,0937E,2024-04-28 14:37:00,,,,,
2024-04-28,TEXAS,EL PASO,"PRELIM INFO FROM FAA OPS: EL PASO, TX/UAS SIGHTING/1345M/EL PASO ATCT ADVISED, B737, LAX - ELP, REPORTED A WHITE UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 10,500 FEET 17 NW ELP. NO EVASIVE ACTION TAKEN. TEXAS DPS NOTIFIED.",34.14296237385862,-118.64942983573349,10500,LOS ANGELES INTL,AIRPORT,1345M,2024-04-29 01:45:00,,,,,
2024-04-28,WEST VIRGINIA,HUNTINGTON,"PRELIM INFO FROM FAA OPS: HUNTINGTON, WV/UAS SIGHTING/1422E/HUNTINGTON ATCT ADVISED, E145, CLT - HTS, REPORTED A WHITE UAS WHILE WNW BOUND AT 5,000 FEET 3 S HTS. NO EVASIVE ACTION TAKEN. WAYNE COUNTY SHERIFF NOTIFIED.",38.31845509810711,-82.5603602222222,5000,TRI-STATE/MILTON J FERGUSON FLD,AIRPORT,1422E,2024-04-28 19:22:00,940.0,HUNTINGTON CLASS D,1036.32,1036.32,D
2024-04-28,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/0958P/SOCAL TRACON ADVISED, BOMBARDIER CL30, REPORTED A WHITE UAS FROM THE 2 O'CLOCK POSITION WHILE NW BOUND AT 5,000 FEET 7 SE LAX. NO EVASIVE ACTION TAKEN. LOS ANGELES COUNTY SHERIFF NOTIFIED.",33.85981243447699,-118.30898550529234,5000,LOS ANGELES INTL,AIRPORT,0958P,2024-04-28 06:58:00,150.0,LOS ANGELES CLASS B AREA H,3048.0,3048.0,B
2024-04-28,OREGON,SALEM,"PRELIM INFO FROM FAA OPS: SALEM, OR/UAS SIGHTING/LATE REPORT-1410P/SEATTLE ARTCC ADVISED, PIPER P28A, EUG - ALBANY, OR (S12), REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE S BOUND AT 4,000 FEET 8 NE SLE. NO EVASIVE ACTION TAKEN. MARION COUNTY SHERIFF NOTIFIED.",45.00372219017332,-122.86961993673206,4000,MCNARY FLD,AIRPORT,1410P,2024-04-28 11:10:00,,,,,
2024-04-29,CALIFORNIA,BURBANK,"PRELIM INFO FROM FAA OPS: BURBANK, CA/UAS SIGHTING/1731P/BURBANK ATCT ADVISED, CESSNA C172, AJO - AJO, REPORTED A STATIONARY UAS BELOW ACFT WHILE N BOUND AT 1,700 FEET 3 SE BUR. NO EVASIVE ACTION TAKEN. LEO AIR UNIT NOTIFIED.",34.16526977473179,-118.31605873321251,1700,BOB HOPE,AIRPORT,1731P,2024-04-29 14:31:00,421.0,BURBANK CLASS C,1463.04,1463.04,C
2024-04-29,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS SIGHTING/1420C/ADDISON ATCT ADVISED, PIPER P28A, ADS - ADS, REPORTED A WHITE UAS WHILE WNW BOUND AT 2,500 FEET 2 E ADS. NO EVASIVE ACTION TAKEN. DALLAS PD NOTIFIED.",32.968549271560896,-96.79682368897802,2500,ADDISON,AIRPORT,1420C,2024-04-29 20:20:00,65.0,DALLAS CLASS B AREA H,3352.8,3352.8,B
2024-04-29,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/1017E/MIAMI APCH ADVISED, CESSNA C560, RDU - FLL, REPORTED A GREY UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 3,000 FEET 10 W FLL. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",26.071547997255056,-80.33478902171137,3000,FORT LAUDERDALE/HOLLYWOOD INTL,AIRPORT,1017E,2024-04-29 15:17:00,477.0,FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT CLASS C AREA B,1219.2,1219.2,C
2024-04-29,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1437E/LAGUARDIA ATCT ADVISED, HELO, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 1,500 FEET 5 WNW LGA. NO EVASIVE ACTION TAKEN. NYPD NOTIFIED.",40.809108106517265,-73.97399668988726,1500,LAGUARDIA,AIRPORT,1437E,2024-04-29 19:37:00,208.0,NEW YORK CLASS B AREA K,2133.6,2133.6,B
2024-04-29,CALIFORNIA,ONTARIO,"PRELIM INFO FROM FAA OPS: ONTARIO, CA/UAS SIGHTING/1603P/ONTARIO ATCT ADVISED, B763, SDF - ONT, REPORTED A WHITE UAS FROM THE LEFT SIDE WHILE WSW BOUND AT 2,500 FEET 5 ENE ONT. NO EVASIVE ACTION TAKEN. ONTARIO PD NOTIFIED.",34.0879259434227,-117.5084886982487,2500,ONTARIO INTL,AIRPORT,1603P,2024-04-29 13:03:00,580.0,ONTARIO INTL AIRPORT CLASS C,1524.0,1524.0,C
2024-04-30,PENNSYLVANIA,ERIE,"PRELIM INFO FROM FAA OPS: ERIE, PA/UAS SIGHTING/1455E/ERIE ATCT ADVISED, CESSNA C56X, ERI - RDU, REPORTED A WHITE UAS FROM THE 1 O'CLOCK POSITION WHILE WSW BOUND AT 1,500 FEET 4 NE ERI. NO EVASIVE ACTION TAKEN. ERIE ARPT PD NOTIFIED.",35.924834500090974,-78.7294301739709,1500,RALEIGH-DURHAM INTL,AIRPORT,1455E,2024-04-30 19:55:00,608.0,RALEIGH-DURHAM INTL AIRPORT CLASS C,1341.12,1341.12,C
2024-04-30,ARKANSAS,LITTLE ROCK,"PRELIM INFO FROM FAA OPS: LITTLE ROCK, AR/UAS SIGHTING/1600C/LITTLE ROCK ATCT ADVISED, CESSNA C25C, MLU - LIT, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE S BOUND AT 500 FEET 7 NNW LIT. NO EVASIVE ACTION TAKEN. NORTH LITTLE ROCK PD NOTIFIED.",32.618547677101056,-92.0889938359342,500,MONROE RGNL,AIRPORT,1600C,2024-04-30 22:00:00,,,,,
2024-05-01,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS SIGHTING/2335E/BALTIMORE ATCT ADVISED, HELO, UNKN - UNKN, REPORTED A UAS WHILE SW BOUND AT 1,000 FEET 8 NNE BWI. NO EVASIVE ACTION TAKEN. BALTIMORE PD NOTIFIED.",39.2990046900939,-76.60326200485237,1000,BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL,AIRPORT,2335E,2024-05-02 04:35:00,358.0,WASHINGTON-TRI AREA CLASS B AREA B,3048.0,3048.0,B
2024-05-01,FLORIDA,STUART,"PRELIM INFO FROM FAA OPS: STUART, FL/UAS SIGHTING/1145E/STUART-WHITHAM FCT ADVISED, CESSNA C172, FPR - SUA, REPORTED A WHITE UAS FROM THE 1 O'CLOCK POSITION WHILE ESE BOUND AT 900 FEET 3.5 NW SUA. NO EVASIVE ACTION TAKEN. MARTIN COUNTY SHERIFF NOTIFIED.",27.538827131226107,-80.41904083868305,900,TREASURE COAST INTL,AIRPORT,1145E,2024-05-01 16:45:00,878.0,FORT PIERCE CLASS D,762.0,762.0,D
2024-05-02,ILLINOIS,CHICAGO/WAUKEGAN,"PRELIM INFO FROM FAA OPS: CHICAGO-WAUKEGAN, IL/UAS SIGHTING/1835C/CHICAGO TRACON ADVISED, CESSNA C182, REPORTED BLACK/YELLOW UAS FROM THE 12 O'CLOCK POSITION WHILE NE BOUND AT 3,500 FEET 6 E UGN. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",42.422069100766564,-87.73289948518523,3500,WAUKEGAN NTL,AIRPORT,1835C,2024-05-03 00:35:00,,,,,
2024-05-02,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS INCIDENT/2005C/DALLAS TRACON ADVISED, B738, LIBERIA, COSTA RICA (MRLB) - DFW, REPORTED UAS FROM THE 11 O'CLOCK POSITION WHILE WNW BOUND AT 13,500 FEET 23 ESE DFW. ACFT STOPPED DESCENT TO AVOID THE UAS. DFW DPS NOTIFIED.",32.749543143326605,-96.6177719558816,13500,DALLAS-FORT WORTH INTL,AIRPORT,2005C,2024-05-03 02:05:00,66.0,DALLAS CLASS B AREA I,3352.8,3352.8,B
2024-05-02,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS SIGHTING/1941C/DALLAS- FORT WORTH TRACON ADVISED, A321, FLL - DFW, REPORTED A UAS FROM THE 9 Oâ€™CLOCK POSITION WHILE NW BOUND AT 13,000 FEET 23 SE DFW. NO EVASIVE ACTION TAKEN. DFW DPS NOTIFIED.",25.79948219719878,-79.8493582759447,13000,FORT LAUDERDALE/HOLLYWOOD INTL,AIRPORT,1941C,2024-05-03 01:41:00,170.0,MIAMI CLASS B AREA I,2133.6,2133.6,B
2024-05-02,INDIANA,INDIANAPOLIS,"PRELIM INFO FROM FAA OPS: INDIANAPOLIS, IN/UAS SIGHTING/1845E/INDIANAPOLIS TRACON ADVISED, A321, EWR - IND, REPORTED A UAS FROM THE 12 Oâ€™CLOCK POSITION WHILE SW BOUND AT FEET 7,500 FEET 25 ENE VHP. NO EVASIVE ACTION TAKEN. HAMILTON COUNTY SHERIFF NOTIFIED.",39.87580978665838,-85.79462003753387,750,INDIANAPOLIS INTL,AIRPORT,1845E,2024-05-02 23:45:00,,,,,
2024-05-02,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/1240E/TAMIAMI ATCT ADVISED, CESSNA C172, TMB - UNKN, REPORTED A BLACK UAS AT SAME ALTITUDE WHILE SE BOUND AT 1,000 FEET 8 SW TMB. ACFT TURNED 10 DEGREES TO THE LEFT TO AVOID UAS.  MIAMI DADE PD NOTIFIED.",25.55295788434986,-80.53747493596505,1000,MIAMI EXEC,AIRPORT,1240E,2024-05-02 17:40:00,2553.0,DZ PFL038 24 HRS DAILY,4572.0,4572.0,
2024-05-03,ARIZONA,MESA,"PRELIM INFO FROM FAA OPS: MESA, AZ/UAS SIGHTING/1612M/FALCON FIELD ATCT ADVISED, PIPER P28A, REPORTED UAS WHILE NNE BOUND AT 2,200 FEET 1 W FFZ. NO EVASIVE ACTION TAKEN. MESA PD NOTIFIED.",33.46083895499425,-111.7482468901697,2200,FALCON FLD,AIRPORT,1612M,2024-05-04 04:12:00,236.0,PHOENIX CLASS B AREA G,2743.2,2743.2,B
2024-05-03,UTAH,SALT LAKE CITY,"PRELIM INFO FROM FAA OPS: SALT LAKE CITY, UT/UAS SIGHTING/1042M/SALT LAKE CITY ATCT ADVISED, B38M, LAS - SLC, REPORTED A WHITE/BLACK UAS FROM THE 9 O'CLOCK POSITION WHILE SSE BOUND AT 6,300 FEET 6 S SLC. NO EVASIVE ACTION TAKEN. SALT LAKE CITY ARPT PD NOTIFIED.",40.68832926612639,-111.977773333333,6300,SALT LAKE CITY INTL,AIRPORT,1042M,2024-05-03 22:42:00,257.0,SALT LAKE CITY CLASS B AREA A,3657.6,3657.6,B
2024-05-04,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS SIGHTING/0934P/NORTH LAS VEGAS ATCT ADVISED, DIAMOND DA40, VGT - VGT, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE ESE BOUND AT 2,500 FEET 9 NNW LAS. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",36.349458340709596,-115.26550226343588,2500,NORTH LAS VEGAS,AIRPORT,0934P,2024-05-04 06:34:00,133.0,LAS VEGAS CLASS B AREA K,3048.0,3048.0,B
2024-05-04,MISSOURI,ST LOUIS,"PRELIM INFO FROM FAA OPS: ST LOUIS, MO/UAS SIGHTING/1820C/ST LOUIS TRACON ADVISED, CESSNA C77R, REPORTED UAS WHILE S BOUND AT 2,700 FEET 13 E STL. NO EVASIVE ACTION TAKEN. STL PD NOTIFIED.",38.748370142763875,-90.09307444879738,2700,ST LOUIS LAMBERT INTL,AIRPORT,1820C,2024-05-05 00:20:00,341.0,"ST LOUIS CLASS B AREA E  EXCLUDES AREA A,B,C AND D",2438.4,2438.4,B
2024-05-05,ALASKA,ANCHORAGE,"PRELIM INFO FROM FAA OPS: ANCHORAGE, AK/UAS SIGHTING/1330L/ANCHORAGE ATCT ADVISED, DEHAVILLAND DH8D, NUIQSUT, AK (AK15) - ANC, REPORTED A UAS AT THE 9 O'CLOCK POSITION WHILE ENE BOUND AT 800 FEET 3 WSW ANCHORAGE VOR (TED). NO EVASIVE ACTION TAKEN. ANC ARPT PD NOTIFIED.",61.15497052571429,-150.09347044437743,800,TED STEVENS ANCHORAGE INTL,AIRPORT,1330L,2024-05-06 00:30:00,388.0,ANCHORAGE CLASS C,1249.68,1249.68,C
2024-05-05,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/1846E/CHARLOTTE ATCT ADVISED, A320, GSO - CLT, REPORTED A GREY/ORANGE UAS AT THE 12 O'CLOCK POSITION WHILE SW BOUND AT 11,000 FEET 20 NE CLT. NO EVASIVE ACTION TAKEN. CHARLOTTE-MECKLENBURG PD NOTIFIED.",36.337007541375634,-79.64939147774965,11000,PIEDMONT TRIAD INTL,AIRPORT,1846E,2024-05-05 23:46:00,,,,,
2024-05-05,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS SIGHTING/2003C/DALLAS-FORT WORTH TRACON ADVISED, B738, DFW - BOI, REPORTED A QUAD-COPTER UAS AT THE 3 O'CLOCK POSITION WHILE S BOUND AT 4,500 FEET 6 SW DFW. NO EVASIVE ACTION TAKEN. DFW DPS NOTIFIED.",32.82635522092484,-97.12160883955684,4500,DALLAS-FORT WORTH INTL,AIRPORT,2003C,2024-05-06 02:03:00,57.0,DALLAS CLASS B AREA A,3352.8,3352.8,B
2024-05-05,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS SIGHTING/1242C/MINNEAPOLIS TRACON ADVISED, PIPER P28A, GFK - ANE, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE ESE BOUND AT 4,000 FEET 4 WSW ANE. NO EVASIVE ACTION TAKEN. LOCAL COUNTY SHERIFF NOTIFIED.",47.92174487206519,-97.2653521850811,4000,GRAND FORKS INTL,AIRPORT,1242C,2024-05-05 18:42:00,901.0,GRAND FORKS CLASS D,1005.84,1005.84,D
2024-05-05,CALIFORNIA,SAN FRANCISCO,"PRELIM INFO FROM FAA OPS: SAN FRANCISCO, CA/UAS SIGHTING/1247P/SAN FRANCISCO ATCT ADVISED, B748, FRANKFURT, GERMANY (EDDF) - SFO, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 2,900 FEET 8 E SFO. NO EVASIVE ACTION TAKEN. PIC REPORTED POSSIBLE BALLOON. ARPT COMMS CENTER NOTIFIED.",37.61868622318231,-122.20759701217895,2900,SAN FRANCISCO INTL,AIRPORT,1247P,2024-05-05 09:47:00,304.0,SAN FRANCISCO CLASS B AREA E,3048.0,3048.0,B
2024-05-05,MINNESOTA,ST PAUL,"PRELIM INFO FROM FAA OPS: ST PAUL, MN/UAS SIGHTING/1515C/MINNEAPOLIS TRACON ADVISED, E190, BOS - MSP, REPORTED A BLACK UAS 500 FEET FROM THE 10 O'CLOCK POSITION WHILE WSW BOUND AT 11,000 FEET 5 E STP. NO EVASIVE ACTION TAKEN. WASHINGTON COUNTY SHERIFF NOTIFIED.",44.93456225138455,-92.94303296843535,11000,ST PAUL DOWNTOWN HOLMAN FLD,AIRPORT,1515C,2024-05-05 21:15:00,174.0,MINNEAPOLIS CLASS B AREA C,3048.0,3048.0,B
2024-05-06,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1916E/DEKALB-PEACHTREE ATCT ADVISED, CIRRUS SR20, PDK - PDK, REPORTED A BLACK UAS WHILE N BOUND AT 3,700 FEET 8 N PDK. NO EVASIVE ACTION TAKEN.  CHAMBLEE PD NOTIFIED.",34.00957406170741,-84.3020305555555,3700,DEKALB-PEACHTREE,AIRPORT,1916E,2024-05-07 00:16:00,12.0,ATLANTA CLASS B AREA I,3810.0,3810.0,B
2024-05-06,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/2105E/DEKALB-PEACHTREE ATCT ADVISED, BELL 206,  REPORTED A UAS WHILE W BOUND AT 1,500 FEET 5 S PDK. EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",33.79251789806037,-84.3020305555555,1500,DEKALB-PEACHTREE,AIRPORT,2105E,2024-05-07 02:05:00,8.0,ATLANTA CLASS B AREA F,3810.0,3810.0,B
2024-05-08,OHIO,COLUMBUS,"PRELIM INFO FROM FAA OPS: COLUMBUS, OH/UAS SIGHTING/2227E/COLUMBUS ATCT ADVISED, EUROCOPTER EC130, REPORTED A UAS AT THE 12 O'CLOCK POSITION WHILE W BOUND AT 1,500 FEET 6 WSW CMH. NO EVASIVE ACTION TAKEN. COLUMBUS PD NOTIFIED.",39.958586460656896,-83.01230781177645,1500,JOHN GLENN COLUMBUS INTL,AIRPORT,2227E,2024-05-09 03:27:00,450.0,COLUMBUS CLASS C,1463.04,1463.04,C
2024-05-08,UTAH,SALT LAKE CITY,"PRELIM INFO FROM FAA OPS: SALT LAKE CITY, UT/UAS SIGHTING/1242M/SALT LAKE TRACON ADVISED, E75L, BIL - SLC, REPORTED UAS FROM THE 12 O'CLOCK POSITION WHILE S BOUND AT 9,000 FEET 11 S TCH. NO EVASIVE ACTION TAKEN. SLC PD NOTIFIED.",40.60494121427075,-111.977773333333,9000,SALT LAKE CITY INTL,AIRPORT,1242M,2024-05-09 00:42:00,260.0,SALT LAKE CITY CLASS B AREA D,3657.6,3657.6,B
