,date_of_sighting,state,city,summary,drone_latitude,drone_longitude,drone_altitude_ft,Facility Name,Facility Type,Time,Time_UTC,index_right,airspace_name,min_altitude,max_altitude,alt_scaled
5429,2024-05-18,CALIFORNIA,SANTA ANA,"PRELIM INFO FROM FAA OPS: SANTA ANA, CA/UAS SIGHTING/1226P/SOCAL TRACON ADVISED, B38M, ORD - SNA, REPORTED A YELLOW UAS FROM THE 10 O'CLOCK POSITION WHILE S BOUND AT 2,000 FEET 2 SE SNA. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.",41.95335564765599,-87.87656023555637,2000,CHICAGO O'HARE INTL,AIRPORT,1226P,2024-05-18 09:26:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,2000
5454,2024-05-22,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/0646C/CHICAGO TRACON ADVISED, E170, ORF - ORD, REPORTED WHITE UAS AT 5,100 FEET FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 5,100 FEET 15 E ORD.  NO EVASIVE ACTION TAKEN.  CHICAGO FBI NOTIFIED.",41.976450989154344,-87.57297073355925,5100,CHICAGO O'HARE INTL,AIRPORT,0646C,2024-05-22 12:46:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,5100
5536,2024-06-02,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1235C/CHICAGO TRACON ADVISED, E170, GSP - ORD, REPORTED A UAS FROM THE 5 O'CLOCK POSITION WHILE W BOUND AT 6,500 FEET 6 SW ORD. NO EVASIVE ACTION TAKEN FBI NOTIFIED.",41.9061600542429,-88.00284834958101,6500,CHICAGO O'HARE INTL,AIRPORT,1235C,2024-06-02 18:35:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,6000
5542,2024-06-03,SOUTH CAROLINA,CHARLESTON,"PRELIM INFO FROM FAA OPS: CHARLESTON, SC/UAS SIGHTING/1205E/CHARLESTON APCH ADVISED, E170, ORD - CHS, REPORTED A UAS FROM THE 1 O'CLOCK POSITION WHILE SSE BOUND AT 1,600 FEET 5 NW CHS. NO EVASIVE ACTION REPORTED. CHS COUNTY PD NOTIFIED. WOC 7-3333",42.035863342277274,-87.98722550161513,1600,CHICAGO O'HARE INTL,AIRPORT,1205E,2024-06-03 17:05:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,1600
5567,2024-06-07,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1420C/CHICAGO ATCT ADVISED, CRJ7, STL - ORD, REPORTED A UAS FROM 2 O'CLOCK POSITION WHILE W BOUND AT 1,400 FEET 2 E ORD. NO EVASIVE ACTION TAKEN. CHICAGO PD NOTIFIED.",41.97693157926753,-87.8634589664012,1400,CHICAGO O'HARE INTL,AIRPORT,1420C,2024-06-07 20:20:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,1400
5570,2024-06-07,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS SIGHTING/1550P/LAS VEGAS TRACON ADVISED, B738, LAS - ORD, REPORTED A WHITE, TRIANGULAR UAS AT THE 12 O'CLOCK POSITION WHILE E BOUND AT 11,500 FEET 9 NE LAS. NO EVASIVE ACTION TAKEN. METRO PD NOTIFIED.",42.08296207108412,-87.76570811041856,11500,CHICAGO O'HARE INTL,AIRPORT,1550P,2024-06-07 12:50:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,6000
5610,2024-06-13,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1058C/CHICAGO TRACON ADVISED, CRJ2, LAN - ORD, REPORTED A SILVER UAS FROM THE 3 O'CLOCK POSITION WHILE WEST BOUND AT 3,500 FEET 13 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976572767165315,-87.61766089644449,3500,CHICAGO O'HARE INTL,AIRPORT,1058C,2024-06-13 16:58:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,3500
5641,2024-06-15,FLORIDA,TAMPA,"PRELIM INFO FROM FAA OPS: TAMPA, FL/UAS SIGHTING/1445E/TAMPA APCH ADVISED, B738, ORD - TPA, REPORTED A UAS FROM THE 1 O'CLOCK POSITION WHILE S BOUND AT 3,800 FEET 10 NNW TPA. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",42.13095155432727,-87.99386853917747,3800,CHICAGO O'HARE INTL,AIRPORT,1445E,2024-06-15 19:45:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,3800
5672,2024-06-18,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1155C/CHICAGO TRACON ADVISED, CRJ2, PIA - ORD, REPORTED A BLACK UAS AT THE 12 O'CLOCK POSITION WHILE W BOUND AT 7,000 FEET 6 SE ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.9061600542429,-87.8134510948634,7000,CHICAGO O'HARE INTL,AIRPORT,1155C,2024-06-18 17:55:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,6000
5743,2024-06-29,SOUTH CAROLINA,SUMMERVILLE,"PRELIM INFO FROM FAA OPS: SUMMERVILLE, SC/UAS SIGHTING/1414E/CHARLESTON APPROACH ADVISED, E75L, ORD - CHS, OBSERVED A UAS WHILE SOUTHBOUND AT 2,500 FEET, 3 SE SUMMERVILLE VOR (DYB). NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED.",41.941560038421876,-87.86077422652417,250,CHICAGO O'HARE INTL,AIRPORT,1414E,2024-06-29 19:14:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,250
5756,2024-01-02,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1305C/CHICAGO TRACON ADVISED, B738, MCO - ORD, REPORTED A UAS FROM THE 9 O'CLOCK POSITION AT 11,000 FEET 45 NE ORD. NO EVASIVE ACTION TAKEN. LAW ENFORCEMENT NOT NOTIFIED.",42.50524327896443,-87.19116949076556,11000,CHICAGO O'HARE INTL,AIRPORT,1305C,2024-01-02 19:05:00,,,,,6000
5771,2024-01-07,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1818C/CHICAGO TRACON ADVISED, B738, RSW - ORD, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 3,500 FEET 7 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.97683372114139,-87.75173223648778,3500,CHICAGO O'HARE INTL,AIRPORT,1818C,2024-01-08 00:18:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,3500
5857,2024-02-13,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1222E/ORLANDO ATCT ADVISED, B738, ORD - MCO, REPORTED A UAS FROM THE 9 Oâ€™CLOCK POSITION WHILE N BOUND AT 1,500 FEET 5 S MCO. NO EVASIVE ACTION TAKEN. OSCEOLA COUNTY SHERIFF NOTIFIED.",41.893570951705335,-87.9081497222222,1500,CHICAGO O'HARE INTL,AIRPORT,1222E,2024-02-13 17:22:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,1500
5894,2024-02-19,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1500C/CHICAGO TRACON ADVISED, B738, MSY - ORD, REPORTED A UAS WHILE W BOUND AT 5,000 FEET 5 N ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",42.06030838888208,-87.9081497222222,5000,CHICAGO O'HARE INTL,AIRPORT,1500C,2024-02-19 21:00:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,5000
5914,2024-02-24,MICHIGAN,NILES,"PRELIM INFO FROM FAA OPS: NILES, MI/UAS SIGHTING/1924E/SOUTH BEND ATCT ADVISED, CRJ2, ORD - SBN, REPORTED A YELLOW UAS WHILE W BOUND AT 2,400 FEET 6 SE GIPPER VORTAC (GIJ). NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",41.9061600542429,-87.8134510948634,2400,CHICAGO O'HARE INTL,AIRPORT,1924E,2024-02-25 00:24:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,2400
5924,2024-02-26,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/1020P/SEATTLE ATCT ADVISED, B39M, ORD - SEA, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE S BOUND AT 1,300 FEET 4 NNW SEA. NO EVASIVE ACTION TAKEN. PORT OF SEATTLE PD NOTIFIED.",42.03855296578347,-87.94238756408524,1300,CHICAGO O'HARE INTL,AIRPORT,1020P,2024-02-26 07:20:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,1300
6032,2024-03-28,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1154C/CHICAGO TRACON ADVISED, B738, LAS - ORD, REPORTED A BLACK UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 5,000 FEET 14 ESE ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.887245769158646,-87.61953177393883,5000,CHICAGO O'HARE INTL,AIRPORT,1154C,2024-03-28 17:54:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,5000
6074,2022-10-05,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1918C/CHICAGO TRACON ADVISED, A388, ORD - LONDON, ENGLAND (EGLL), WAS ILLUMINATED BY GREEN LASER FROM THE 1 O'CLOCK POSITION WHILE NE BOUND AT 5,000 FEET 15 NE ORD. NO EVASIVE ACTION TAKEN. HIGHLAND PARKS PD NOTIFIED.",42.153543704998576,-87.67048349009293,5000,CHICAGO O'HARE INTL,AIRPORT,1918C,2022-10-06 01:18:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,5000
6085,2022-10-09,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1826C/CHICAGO TRACON ADVISED, E75L, STL - ORD, REPORTED UAS AT THE 12 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 15 ESE ORD. NO EVASIVE ACTION REPORTED. FBI NOTIFIED.",41.880811235815095,-87.59894716353472,4000,CHICAGO O'HARE INTL,AIRPORT,1826C,2022-10-10 00:26:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,4000
6131,2022-10-22,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1548C/O'HARE ATCT ADVISED, CRJ2, LIT - ORD, REPORTED A YELLOW UAS OFF THE RIGHT SIDE WHILE W BOUND AT 2,200 FEET 5 E ORD. NO EVASIVE ACTION TAKEN. CHICAGO PD NOTIFIED.",41.976885912115854,-87.79642288588279,2200,CHICAGO O'HARE INTL,AIRPORT,1548C,2022-10-22 21:48:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,2200
6148,2022-10-26,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1210C/O'HARE ATCT ADVISED, E145, DAY - ORD, REPORTED A BLACK QUADCOPTER UAS OFF THE RIGHT SIDE WHILE W BOUND AT 4,000 FEET 9 E ORD. NO EVASIVE ACTION TAKEN. CHICAGO PD NOTIFIED.",41.976764133268375,-87.70704167223307,4000,CHICAGO O'HARE INTL,AIRPORT,1210C,2022-10-26 18:10:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,4000
6168,2022-10-30,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1452C/CHIGACO TRACON ADVISED, CRJ7, ORF - ORD, REPORTED A WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE NW BOUND AT 7,000 FEET 3 N ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",42.0269612902589,-87.9081497222222,7000,CHICAGO O'HARE INTL,AIRPORT,1452C,2022-10-30 20:52:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,6000
6209,2022-11-13,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1447C/CHICAGO TRACON ADVISED, B753, SFO - ORD, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 5,900 FEET 13 SE ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.823483560710415,-87.7032335647689,5900,CHICAGO O'HARE INTL,AIRPORT,1447C,2022-11-13 20:47:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,5900
6536,2020-08-22,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1651C/CHICAGO TRACON ADVISED CESSNA C177, REPORTED A WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE GOING S DOWN THE SHORELINE AT 2,000 FEET 13 E ORD. NO EVASIVE ACTION REPORTED. CHICAGO FBI NOTIFIED.",41.976572767165315,-87.61766089644449,2000,CHICAGO O'HARE INTL,AIRPORT,1651C,2020-08-22 22:51:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,2000
6546,2020-08-24,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1913C/CHICAGO ATCT ADVISED E170, ALB - ORD, REPORTED A WHITE UAS WHILE ON 3 MILE FINAL TO RUNWAY 28C AT 1,000 FEET 3 NE CHICAGO. NO EVASIVE ACTION REPORTED. CITY OF CHICAGO COMMAND CENTER NOTIFIED.",42.01230072678061,-87.86072176847794,1000,CHICAGO O'HARE INTL,AIRPORT,1913C,2020-08-25 01:13:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,1000
6880,2020-02-16,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1725C/CHICAGO TRACON ADVISED CESSNA C402, DEC - ORD, REPORTED A UAS 100 FEET ABOVE FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 15 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976450989154344,-87.57297073355925,4000,CHICAGO O'HARE INTL,AIRPORT,1725C,2020-02-16 23:25:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,4000
6975,2020-03-07,IOWA,BURLINGTON,"PRELIM INFO FROM FAA OPS: BURLINGTON, IA/UAS INCIDENT/1113C/CHICAGO TRACON ADVISED CESSNA C208, ORD - BRL, REPORTED A BIG, SHINY ROTOCRAFT UAS FROM THE 12 O'CLOCK POSITION AT 2,800 FEET IN CLASS B AIRSPACE 12 E OF DUPAGE AIRPORT, IL. NO EVASIVE ACTION TAKEN. WOODALE PD WAS NOTIFIED.",41.976627132453814,-87.64000603870011,2800,CHICAGO O'HARE INTL,AIRPORT,1113C,2020-03-07 17:13:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,2800
6994,2020-03-09,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1225E/NEW YORK TRACON ADVISED B712,  ORD - LGA, OBSERVED A BLACK UAS WHILE ENE BOUND AT 4,000 FEET 8 SW LGA. NO EVASIVE ACTION TAKEN. NYPD AVATION UNIT NOTIFIED.",41.8825491178809,-88.03436805927774,4000,CHICAGO O'HARE INTL,AIRPORT,1225E,2020-03-09 17:25:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,4000
6996,2020-03-09,PENNSYLVANIA,HARRISBURG,"PRELIM INFO FROM FAA OPS: HARRISBURG, PA/UAS INCIDENT/1411E/E-ROC ADVISED E170, ORD - MDT, REPORTED A UAS WHILE ESE BOUND AT 9,000 FEET 11 W HARRISBURG VOR (HAR). NO EVASIVE ACTION TAKEN. PERRY COUNTY PD NOTIFIED. LEO PHONE NUMBER NOT PROVIDED.",41.976677148576485,-88.15394822700064,9000,CHICAGO O'HARE INTL,AIRPORT,1411E,2020-03-09 19:11:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,6000
7016,2020-03-15,MICHIGAN,SAGINAW,"PRELIM INFO FROM FAA OPS: SAGINAW, MI/UAS INCIDENT/2208E/MBS ATCT ADVISED  ORD - MBS, REPORTED A NEAR MISS WITH A UAS WHILE NE BOUND AT 2,600 FEET 6.5 MILES SW OF MBS. EVASIVE ACTION WAS NOT REPORTED. LEO NOTIFICATION WAS NOT REPORTED.",41.90025814043532,-88.01073045383957,2600,CHICAGO O'HARE INTL,AIRPORT,2208E,2020-03-16 03:08:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,2600
7022,2020-03-17,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS INCIDENT/2054E/BOSTON ATCT ADVISED E190, ORD - BOS, REPORTED A UAS FROM THE LEFT SIDE WHILE SW BOUND AT 300 FEET 2 N BOSTON. NO EVASIVE ACTION. MASSACHUSETTS STATE POLICE NOTIFIED",42.01028766803528,-87.9081497222222,300,CHICAGO O'HARE INTL,AIRPORT,2054E,2020-03-18 01:54:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,300
7051,2021-10-02,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1003C/CHICAGO TRACON ADVISED , E75L, MCI - ORD, REPORTED A LARGE UAS WHILE W BOUND AT 4,000 FEET 12 E ORD. NO EVASIVE ACTION TAKEN. CHICAGO PD NOTIFIED.",41.976627132453814,-87.64000603870011,4000,CHICAGO O'HARE INTL,AIRPORT,1003C,2021-10-02 16:03:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,4000
7064,2021-10-03,INDIANA,GARY,"PRELIM INFO FROM FAA OPS: GARY, IN/UAS INCIDENT/1732C/CHICAGO ARTCC ADVISED , E145, ORD - SDF, REPORTED A UAS AT 12,000 FEET WHILE SW BOUND 15 NW EON VOR, IL. NO EVASIVE ACTION. FBI CHICAGO WAS NOTIFIED.",42.153543704998576,-88.14581595435148,12000,CHICAGO O'HARE INTL,AIRPORT,1732C,2021-10-03 23:32:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,6000
7092,2021-10-10,VIRGINIA,NORFOLK,"PRELIM INFO FROM FAA OPS: NORFOLK, VA/UAS INCIDENT/1010E/NORFOLK TRACON ADVISED , E75L, ORD - ORF, REPORTED A YELLOW UAS FROM THE 3 O'CLOCK POSITION WHILE NE BOUND AT 6,000 FEET 4 WSW ORF. NO EVASIVE ACTION TAKEN. NORFOLK PD NOTIFIED.",41.951387476973366,-87.99069450002524,6000,CHICAGO O'HARE INTL,AIRPORT,1010E,2021-10-10 15:10:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,6000
7096,2021-10-10,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1025C/CHICAGO TRACON ADVISED , E55P, LNK - AZO, REPORTED A DARK COLORED UAS FROM THE LEFT SIDE WHILE W BOUND AT 4,000 FEET 12 E ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",41.976627132453814,-87.64000603870011,4000,CHICAGO O'HARE INTL,AIRPORT,1025C,2021-10-10 16:25:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,4000
7195,2021-10-24,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1638C/CHICAGO ATCT ADVISED , B748, ORD - FRANKFURT, GERMANY (EDDF), REPORTED A BLACK UAS WHILE N BOUND AT 300 FEET 1 N ORD. NO EVASIVE ACTION TAKEN. CHICAGO PD NOTIFIED.",41.99361399720731,-87.9081497222222,300,CHICAGO O'HARE INTL,AIRPORT,1638C,2021-10-24 22:38:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,300
7256,2021-11-07,MICHIGAN,NILES,"PRELIM INFO FROM FAA OPS: NILES, MI/UAS INCIDENT/1747E/CHICAGO ARTCC ADVISED , A321, ORD - PHL, REPORTED A UAS AT THE 12 O'CLOCK POSITION WHILE E BOUND AT 15,300 FEET 35 WNW GIPPER VOR. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",42.197977780255776,-88.6332246393148,15300,CHICAGO O'HARE INTL,AIRPORT,1747E,2021-11-07 22:47:00,,,,,6000
7354,2021-11-30,FLORIDA,TAMPA,"PRELIM INFO FROM FAA OPS: TAMPA, FL/UAS INCIDENT/1606E/TAMPA ATCT ADVISED , A20N, ORD - TPA, REPORTED A BLACK UAS FROM THE 9 O'CLOCK POSITION WHILE S BOUND AT 4,000 FEET 7 SW TAMPA. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.894355679632504,-88.01861110658551,4000,CHICAGO O'HARE INTL,AIRPORT,1606E,2021-11-30 21:06:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,4000
7436,2021-12-20,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/1329M/DENVER ATCT ADVISED , CRJ2, ORD - SBN, REPORTED A GREY AND WHITE UAS WHILE S BOUND AT 6,000 FEET 5 N DENVER. NO EVASIVE ACTION TAKEN. LAW ENFORCEMENT NOTIFIED. PHONE NUMBER NOT PROVIDED.",42.06030838888208,-87.9081497222222,6000,CHICAGO O'HARE INTL,AIRPORT,1329M,2021-12-21 01:29:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,6000
7472,2024-07-02,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1840C/CHICAGO TRACON ADVISED, B738, ORD - JFK, REPORTED A BLACK UAS AT THE 3 O'CLOCK POSITION WHILE N BOUND AT 4,700 FEET 4 N ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",42.04363486387542,-87.9081497222222,4700,CHICAGO O'HARE INTL,AIRPORT,1840C,2024-07-03 00:40:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,4700
7516,2024-07-10,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1347C/O'HARE ATCT ADVISED, B788, BARCELONA, SPAIN (LEBL) - ORD, REPORTED A UAS WHILE E BOUND AT 2,400 FEET 5 W ORD. NO EVASIVE ACTION TAKEN. ORD ARPT OPS NOTIFIED.",41.976885912115854,-88.01987655856162,2400,CHICAGO O'HARE INTL,AIRPORT,1347C,2024-07-10 19:47:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,2400
7528,2024-07-14,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/LATE REPORT - 7/14 1853C/CHICAGO TRACON ADVISED, PILATUS PC12, REPORTED A SILVER UAS AT THE 3 O'CLOCK POSITION WHILE E BOUND AT 5,000 FEET 20 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.9760704349667,-87.46124617771437,5000,CHICAGO O'HARE INTL,AIRPORT,1853C,2024-07-15 00:53:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,5000
7529,2024-07-14,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/LATE REPORT 7-15 2000C/CHICAGO ATCT ADVISED, A320, MEXICO CITY, MEXICO (MMMX) - ORD, REPORTED A UAS AT 3 O'CLOCK POSITION AT 5,000 FEET WHILE W BOUND 16 E CHICAGO. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976383576466716,-87.55062571901044,5000,CHICAGO O'HARE INTL,AIRPORT,2000C,2024-07-15 02:00:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,5000
7532,2024-07-15,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/LATE REPORT 7-15 1957C/CHICAGO ATCT ADVISED, B738, IAH - ORD, REPORTED TWO GRAY UAS AT 3 O'CLOCK POSITION AT 5,000 FEET WHILE W BOUND 16 E CHICAGO. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976383576466716,-87.55062571901044,5000,CHICAGO O'HARE INTL,AIRPORT,1957C,2024-07-16 01:57:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,5000
7554,2024-07-21,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1500E/NEW YORK TRACON ADVISED, B738, ORD - LGA, REPORTED A WHITE UAS WHILE NE BOUND AT 4,000 FEET 5 N LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED.",42.06030838888208,-87.9081497222222,4000,CHICAGO O'HARE INTL,AIRPORT,1500E,2024-07-21 20:00:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,4000
7563,2024-07-23,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1532C/CHICAGO TRACON ADVISED, B738, MSY - ORD, REPORTED A GRAY UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 4,500 FEET 12 ESE ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.90010374147418,-87.66071338513382,4500,CHICAGO O'HARE INTL,AIRPORT,1532C,2024-07-23 21:32:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,4500
7581,2024-07-27,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1622C/CHICAGO TRACON ADVISED, B738, LAS - ORD, REPORTED A GREEN UAS AT THE 3 O'CLOCK POSITION WHILE NE BOUND AT 8,000 FEET 1 N ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.99361399720731,-87.9081497222222,8000,CHICAGO O'HARE INTL,AIRPORT,1622C,2024-07-27 22:22:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,6000
7596,2024-07-29,WISCONSIN,MILWAUKEE,"PRELIM INFO FROM FAA OPS: MILWAUKEE, WI/UAS SIGHTING/1748C/MILWAUKEE ATCT ADVISED, CRJ2, ORD - MKE, REPORTED A UAS FROM THE 9 Oâ€™CLOCK POSITION WHILE E BOUND AT 2,000 FEET 3 WSW MKE. NO EVASIVE ACTION TAKEN. MILWAUKEE COUNTY SHERIFF NOTIFIED.",41.95778125087603,-87.97006449008629,2000,CHICAGO O'HARE INTL,AIRPORT,1748C,2024-07-29 23:48:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,2000
7640,2024-08-10,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1923C/CHICAGO TRACON ADVISED, B738, MCI - ORD, REPORTED A LARGE SILVER UAS 500 FEET BELOW THEIR 12 O'CLOCK POSITION WHILE W BOUND AT 4,500 FEET 17 ESE ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED. WOC JF/JE ",41.86793108255817,-87.55779033615282,4500,CHICAGO O'HARE INTL,AIRPORT,1923C,2024-08-11 01:23:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,4500
